NOME_INSTITUICAO,NATUREZA,PROJETO_NOME
Instituto Microsoft Research ? FAPESP de Pesquisas em TI,AUXILIO_FINANCEIRO,e-Cidadania: Sistemas e Métodos na Constituição de uma Cultura mediada por Tecnologias de Informação e Comunicação
Conselho Nacional de Desenvolvimento Científico e Tecnológico,BOLSA,Design de Interfaces: Investigando Teorias e Práticas em Interação Humano-Computador (Produtividade CNPq 2000-2002)
Conselho Nacional de Desenvolvimento Científico e Tecnológico,BOLSA,Design de Interfaces: Investigando Contribuições de Abordagens Participativas e Processos de Significação em Design Cooperativo (Produtividade CNPq 2002-2004)
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,AUXILIO_FINANCEIRO,"Acesso, permanência e prosseguimento dos estudos de alunos com deficiência no ensino superior: ambientes inclusivos (PROESP/CAPES 2003-2008)"
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,Sistemas Interativos Ajustáveis via Interface de Usuário - SIAjIU
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,O Uso da Internet na Formação Colaborativa e Descentralizada de Funcionários de Fábricas Enxutas
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,Eco-Web: Design da Interação na Web Social Inclusiva
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,"XO na escola e fora dela: Uma Proposta Semio-participativa para Tecnologia, Educação e Sociedade"
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,AUXILIO_FINANCEIRO,Redes Sociais e Autonomia Profissional: novos rumos para formação continuada a distância de professores de AEE
