NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Renato Gomes Damas,"DAMAS, R. G.",NAO,Desenvolvimento de algoritmos nume&#769;ricos de perda de carga de poc&#807;os e propagac&#807;a&#771;o de fratura hidra&#769;ulicas (SP3D e PROPAG))
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Sonia Maria Gomes,"GOMES, S. M.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Erick Slis Raggio Santos,"SANTOS, E. S. R.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Tiago Luis Duarte Forti,"FORTI, T. L. D.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Alberto Costa Nogueira Junior,"NOGUEIRA JUNIOR, A. C.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Claudio Alessandro de Carvalho Silva,"SILVA, C. A. C.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
João Luiz Filgueira de Azevedo,"AZEVEDO, J. L. F.",NAO,Advanced Application of Computational Fluid Dynamics for High Performance Aircraft
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",NAO,Hp-adaptatividade para leis de conservação baseada nos coeficientes wavelets
Sonia Maria Gomes,"GOMES, S. M.",NAO,Hp-adaptatividade para leis de conservação baseada nos coeficientes wavelets
Jorge Diaz Calle,"CALLE, J. D.",SIM,Hp-adaptatividade para leis de conservação baseada nos coeficientes wavelets
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Elementos Finitos Aplicados a Problemas Multifísicos
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Sonia Maria Gomes,"GOMES, S. M.",NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Tiago Luis Duarte Forti,"FORTI, T. L. D.",NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Jorge Lizardo Diaz Calle,"CALLE, J. L. D.",NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Agnaldo Monteiro Farias,"FARIAS, A. M.",NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
"LUCCI,P.C.A. (Paulo Cesar de Alvarenga Lucci)",Paulo Cesar de Alvarenga Lucci,NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Denise de Siqueira,"SIQUEIRA, D.",NAO,Simulação de Fraturamento Hidráulico por Injeção de Vapor
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Estudo de Técnicas Avançadas de Estimulação de Carbonatos Sujeitos a Elevadas Tensões de Confinamento com Ênfase nas Formações Pré-Sal
Edimir M. Brandão,"BRANDAO, E. M.",NAO,Estudo de Técnicas Avançadas de Estimulação de Carbonatos Sujeitos a Elevadas Tensões de Confinamento com Ênfase nas Formações Pré-Sal
Newton de Oliveira Pinto Júnior,"PINTO JUNIOR, N. O.",NAO,Estudo de Técnicas Avançadas de Estimulação de Carbonatos Sujeitos a Elevadas Tensões de Confinamento com Ênfase nas Formações Pré-Sal
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Desenvolvimento de uma ferramenta de auxi&#769;lio no dimensionamento de sistemas de contenc&#807;a&#771;o de areia
Gustavo Camargo Longhin,"LONGHIN, G. C.",NAO,Desenvolvimento de uma ferramenta de auxi&#769;lio no dimensionamento de sistemas de contenc&#807;a&#771;o de areia
Tiago Luis Duarte Forti,"FORTI, T. L. D.",NAO,Desenvolvimento de uma ferramenta de auxi&#769;lio no dimensionamento de sistemas de contenc&#807;a&#771;o de areia
Edimar Cesar Rylo,"RYLO, E. C.",NAO,Desenvolvimento de uma ferramenta de auxi&#769;lio no dimensionamento de sistemas de contenc&#807;a&#771;o de areia
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Construçã o de espaços de elementos finitos em Hdiv para geometrias tridimensionais
"CASTRO, DOUGLAS A.","CASTRO, DOUGLAS A.",NAO,Construçã o de espaços de elementos finitos em Hdiv para geometrias tridimensionais
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Simulação Multi Escala com Elementos Finitos
Sonia Maria Gomes,"GOMES, S. M.",NAO,Simulação Multi Escala com Elementos Finitos
Jorge Lizardo Diaz Calle,"CALLE, J. L. D.",NAO,Simulação Multi Escala com Elementos Finitos
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Simulador Integrado de Interface Poço-Reservatório
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",NAO,SIMULA - Algoritmo de elementos finitos para modelar o escoamento de gás dentro de um micro-propulsor
Sonia Maria Gomes,"GOMES, S. M.",SIM,SIMULA - Algoritmo de elementos finitos para modelar o escoamento de gás dentro de um micro-propulsor
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Pós-processamento gráfico de cálculos via elementos finitos em micro-computadores
José Sérgio Rodrigues ALVES,"ALVES, J. S. R.",NAO,Pós-processamento gráfico de cálculos via elementos finitos em micro-computadores
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Desenvolvimento de biblioteca orientada a objetos para cálculos de elementos finitos em paralelo
Philippe Remy Bernard Devloo,"DEVLOO, P. R. B.;DEVLOO, PHILIPPE R.B.;Devloo, P. R. B.;P. R. B. Devloo;Devloo, Philippe R. B.",SIM,Aproximação de Grandes deslocamentos em análise estrutural
Francisco Antonio Menezes,"MENEZES, F. A.",NAO,Aproximação de Grandes deslocamentos em análise estrutural
