CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2011)","Brasília - DF","2011","Proceedings of the Brazilian Symposium on Bioinformatics (BSB'2011)","","","","61","64","","","","",39
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2011)","Brasília - DF","2011","Proceedings of the Brazilian Symposium on Bioinformatics (BSB'2011)","","","","69","72","","","","",40
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2011)","Brasília - DF","2011","Proceedings of the Brazilian Symposium on Bioinformatics (BSB'2011)","","","","73","76","","","","",41
"INTERNACIONAL","IEEE International Workshop on Information Forensics and Security (WIFS'2011)","Foz do Iguaçu - PR","2011","Proceedings of the IEEE International Workshop on Information Forensics and Security (WIFS'2011)","","","","1","6","","","","",42
"INTERNACIONAL","International Conference on Bioinformatics Models, Methods and Algorithms (Bioinformatics'2012)","Vilamoura, Portugal","2012","Proceeding of the International Conference on Bioinformatics Models, Methods and Algorithms (Bioinformatics'2012)","","","","226","233","","","","",43
"INTERNACIONAL","ISCA 4th International Conference on Bioinformatics and Computational Biology (BiCoB'2012)","Las Vegas - EUA","2012","Proceedings of the ISCA 4th International Conference on Bioinformatics and Computational Biology (BiCoB'2012)","","","","96","101","9781880843857","","","",44
"INTERNACIONAL","ISCA 4th International Conference on Bioinformatics and Computational Biology (BiCoB'2012)","Las Vegas - EUA","2012","Proceedings of the ISCA 4th International Conference on Bioinformatics and Computational Biology (BiCoB'2012)","","","","102","107","9781880843857","","","",45
"INTERNACIONAL","27th Symposium on Applied Computing - Conference Track on Bioinformatics and Computational Systems Biology (ACM SAC BIO'2012)","Riva del Garda - Itália","2012","Proceedings of the 27th Symposium on Applied Computing - Conference Track on Bioinformatics and Computational Systems Biology (ACM SAC BIO'2012)","","","","1368","1374","","","","",46
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2012)","Campo Grande - MS","2012","Lecture Notes in Computer Science","7409","","","25","36","","Springer-Verlag","Berlin - Alemanha","",47
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2012)","Campo Grande - MS","2012","Proceedings of the Brazilian Symposium on Bioinformatics (BSB'2012)","","","","120","125","","","","",48
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2012)","Campo Grande - MS","2012","Proceedings of the Brazilian Symposium on Bioinformatics (BSB'2012)","","","","108","113","","","","",49
"INTERNACIONAL","ISCA 5th International Conference on Bioinformatics and Computational Biology (BiCoB'2013)","Honolulu - Hawaii - EUA","2013","Proceedings of the ISCA 5th International Conference on Bioinformatics and Computational Biology (BiCoB'2013)","","","","261","268","","","","",50
"INTERNACIONAL","ACM International Conference on Bioinformatics and Computational Biology (ACM BCB'2013)","Washington, DC - EUA","2013","Proceeding of the ACM International Conference on Bioinformatics and Computational Biology (ACM BCB'2013)","","","","499","508","","","","",51
"NACIONAL","XXVI Concurso de Teses e Dissertações (CTD'2013)","Maceió - AL","2013","Anais do XXXIII Congresso da Sociedade Brasileira de Computação (CSBC'2013)","","","","17","22","","","","",52
"INTERNACIONAL","11th Latin American Theoretical INformatics Symposium (LATIN'2014)","Montevideo - Uruguay","2014","Lecture Notes in Computer Science","8392","","","671","682","","Springer-Verlag","Berlin - Alemanha","",53
"INTERNACIONAL","1st International Conference on Algorithms for Computational Biology (AlCoB'2014)","Tarragona - Espanha","2014","Lecture Notes on Bioinformatics","8542","","","158","179","","Springer International Publishing","","",54
"INTERNACIONAL","1st International Conference on Algorithms for Computational Biology (AlCoB'2014)","Tarragona - Espanha","2014","Lecture Notes on Bioinformatics","8542","","","146","157","","Springer International Publishing","","",55
"INTERNACIONAL","1st International Conference on Algorithms for Computational Biology (AlCoB'2014)","Tarragona - Espanha","2014","Lecture Notes on Bioinformatics","8542","","","59","70","","Springer International Publishing","","",56
"INTERNACIONAL","ACM Conference on Bioinformatics, Computational Biology, and Health Informatics (ACM BCB'2014)","Newport Beach, CA - EUA","2014","Proceeding of the ACM Conference on Bioinformatics, Computational Biology, and Health Informatics (ACM BCB'2014)","","","","400","409","","","","",57
"INTERNACIONAL","ACM Conference on Bioinformatics, Computational Biology, and Health Informatics (ACM BCB'2014)","Newport Beach, CA - EUA","2014","Proceedings of the ACM Conference on Bioinformatics, Computational Biology, and Health Informatics (ACM BCB'2014)","","","","360","369","","","","",58
"NACIONAL","Brazilian Symposium on Bioinformatics (BSB'2014)","Belo Horizonte - MG","2014","Advances in Bioinformatics and Computational Biology","8826","","","99","106","","Springer-Verlag","","",59
"INTERNACIONAL","IEEE International Conference on Image Processing (ICIP'2014)","Paris - França","2014","Proceeding of the IEEE International Conference on Image Processing (ICIP'2014)","","","","5347","5351","","","","",60
"INTERNACIONAL","11th International Symposium on Bioinformatics Research and Applications (ISBRA'2015)","Norfolk, VA - EUA","2015","Lecture Notes in Bioinformatics","9096","","","272","283","","Springer","Berlin - Alemanha","",61
"INTERNACIONAL","IEEE International Conference on Image Processing (ICIP'2015)","Québec - Canadá","2015","Proceeding of the IEEE International Conference on Image Processing (ICIP'2015)","","","","301","305","","","","",62
"NACIONAL","XXIX Concurso de Teses e Dissertações (CTD'2016)","Porto Alegre - RS","2016","Anais do XXXVI Congresso da Sociedade Brasileira de Computação (CSBC'2016)","","","","441","446","","","","",63
"INTERNACIONAL","IEEE International Workshop on Information Forensics and Security (WIFS'2016)","Abu Dhabi - Emirados Árabes","2016","Proceedings of the IEEE International Workshop on Information Forensics and Security (WIFS'2016)","","","","1","6","","","","",64
"INTERNACIONAL","ACM International Conference on Bioinformatics and Computational Biology (ACM BCB'2013)","Washington, DC - EUA","2013","Proceeding of the ACM International Conference on Bioinformatics and Computational Biology (ACM BCB'2013)","","","","181","190","","","","",65
