NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"INICIACAO_CIENTIFICA","","Análise de Diversidade de Projetos de Metagenômica","2014","Brasil","Português","","NAO","","","",0
"INICIACAO_CIENTIFICA","","O Problema de Ordenação de Permutações Usando Operações de Prefixo e Sufixo","2014","Brasil","Português","","NAO","","","",1
"INICIACAO_CIENTIFICA","","Filogenia de Textos","2015","Brasil","Português","","NAO","","","",2
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Representações de textos em espaço contínuo aplicadas à construção de filogenias de documentos","2015","Brasil","Português","","NAO","","","",3
"TRABALHO_DE_CONCLUSAO_DE_CURSO_GRADUACAO","","Problema da Ordenação Ponderada por Reversões e Transposições","2016","Brasil","Português","","NAO","","","",4
"INICIACAO_CIENTIFICA","","Análise de Diversidade de Projetos de Metagenômica","2013","Brasil","Português","","NAO","","","",5
