NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Enumeração de Traces e Identificação de Breakpoints: Um Estudo de Aspectos da Evolução","2010","Brasil","Português","","NAO","","",0
"Tese de doutorado","Problemas de Comparação de Genomas","2012","Brasil","Português","","NAO","","",1
"Tese de doutorado","Novas Abordagens para o Problema do Alinhamento Múltiplo de Sequências","2013","Brasil","Português","","NAO","","",2
"Tese de doutorado","The Problem of Sorting Permutations by Prefix and Suffix Rearrangements","2016","Brasil","Inglês","","NAO","","",3
"Tese de doutorado","Algorithms for Sorting by Reversals or Transpositions, with Application to Genome Rearrangement","2015","Brasil","Inglês","","NAO","","",4
"Tese de doutorado","Image and Video Phylogeny Reconstruction","2016","Brasil","Inglês","","NAO","","",5
