NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
"Doutorado","Análise Algébrica de Problemas de Rearranjo em Genomas: Algoritmos e Complexidade","2007","Brasil","Português","","","",0
"Doutorado","Métodos Estatísticos para Análise de Bibliotecas Digitais de Expressão Gênica","2008","Brasil","Português","","","",1
"Doutorado","Alinhamentos e Comparação de Sequências","2012","Brasil","Português","","","",2
"Doutorado","Methods for Phylogenetic Reconstruction","2016","Brasil","Inglês","","","",3
"Doutorado","Statistical analysis of evolution by genome rearrangements","2016","Brasil","Inglês","","","",4
"Doutorado","On Genome Rearrangement Models","2012","Brasil","Português","","","",5
