NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"Primeiro Lugar no Curso de Bacharelado em Ciência da Computação","Instituto de Computação - Unicamp","1997","",0
"Mérito Científico e Tecnológico","Governo do Estado de São Paulo","2000","",0
"Primeiro Lugar no Concurso de Teses e Dissertações (CDT'2003)","Sociedade Brasileira de Computação","2003","",0
"Prêmio de Excelência Didática","Instituto de Computação - Unicamp","2006","",0
"Professor Homenageado","Formandos do Bacharelado em Ciência da Computação da Unicamp","2007","",0
"Professor Homenageado","Formandos do Bacharelado em Ciência da Computação da Unicamp","2010","",0
"Prêmio de Reconhecimento Docente pela Dedicação ao Ensino de Graduação","Unicamp","2016","",0
