SEQUENCIA-ESPECIFICACAO,DISCIPLINA_Text,ENSINO_Id
"1","MO417 - Complexidade de Algoritmos I",0
"2","MO637 - Complexidade de Algoritmos II",0
"3","MO640 - Biologia Computacional",0
"1","MC102 - Algoritmos e Programação de Computadores ",1
"2","MC336 - Paradigmas de Programação",1
"3","MC448 - Projeto e Análise de Algoritmos I",1
"4","MC548 - Projeto e Análise de Algoritmos II",1
"5","MC600 - Estudo Comparativo de Linguagens de Programação",1
"6","MC668 - Bioinformática",1
