ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"2","ATUAL","POS-GRADUACAO","08","2005","","","","","33070059","Ciência da Computação","Computer Science",0
1,"1","ATUAL","GRADUACAO","09","2003","","","","","90000001","Bacharelado em Ciência da Computação","",0
