NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Carla Alessandra Lima reis,"Lima REIS, Carla Alessandra",SIM,DESAFIOS DO AUMENTO DA MATURIDADE EM ORGANIZAÇÕES DE DESENVOLVIMENTO DE SOFTWARE: INTEGRAÇÃO DE SOLUÇÕES PARA AVANÇOS EM QUALIDADE DE SOFTWARE
Adailton Magalhães Lima,"LIMA, Adailton Magalhães",NAO,DESAFIOS DO AUMENTO DA MATURIDADE EM ORGANIZAÇÕES DE DESENVOLVIMENTO DE SOFTWARE: INTEGRAÇÃO DE SOLUÇÕES PARA AVANÇOS EM QUALIDADE DE SOFTWARE
Luciana Maria Azevedo Nascimento,"Nascimento, Luciana M. A.",NAO,DESAFIOS DO AUMENTO DA MATURIDADE EM ORGANIZAÇÕES DE DESENVOLVIMENTO DE SOFTWARE: INTEGRAÇÃO DE SOLUÇÕES PARA AVANÇOS EM QUALIDADE DE SOFTWARE
Breno Bernard Nicolau de França,"FRANÇA, B. B. N.;de França, B. B. N.;DE FRANÇA, BRENO BERNARD NICOLAU",NAO,COOPERAÇÃO TÉCNICO-CIENTÍFICA ENTRE PRODEPA/UFPA - LINHA DE AÇÃO - ENGENHARIA DE SOFTWARE
Carla Alessandra Lima reis,"Lima REIS, Carla Alessandra",SIM,COOPERAÇÃO TÉCNICO-CIENTÍFICA ENTRE PRODEPA/UFPA - LINHA DE AÇÃO - ENGENHARIA DE SOFTWARE
Adailton Magalhães Lima,"LIMA, Adailton Magalhães",NAO,COOPERAÇÃO TÉCNICO-CIENTÍFICA ENTRE PRODEPA/UFPA - LINHA DE AÇÃO - ENGENHARIA DE SOFTWARE
Ernani de Oliveira Sales,"Sales, Ernani de Oliveira",NAO,COOPERAÇÃO TÉCNICO-CIENTÍFICA ENTRE PRODEPA/UFPA - LINHA DE AÇÃO - ENGENHARIA DE SOFTWARE
Breno Bernard Nicolau de França,"FRANÇA, B. B. N.;de França, B. B. N.;DE FRANÇA, BRENO BERNARD NICOLAU",NAO,ProcessPublisher: Gerador automático de Guias eletrônicos de processos de software - fase I e fase II
Rodrigo Quites Reis,"REIS, Rodrigo Quites",SIM,ProcessPublisher: Gerador automático de Guias eletrônicos de processos de software - fase I e fase II
Carla Alessandra Lima reis,"Lima REIS, Carla Alessandra",NAO,ProcessPublisher: Gerador automático de Guias eletrônicos de processos de software - fase I e fase II
Adailton Magalhães Lima,"LIMA, Adailton Magalhães",NAO,ProcessPublisher: Gerador automático de Guias eletrônicos de processos de software - fase I e fase II
Breno Bernard Nicolau de França,"FRANÇA, B. B. N.;de França, B. B. N.;DE FRANÇA, BRENO BERNARD NICOLAU",NAO,Processo LACEN de Desenvolvimento de Software
Rodrigo Quites Reis,"REIS, Rodrigo Quites",SIM,Processo LACEN de Desenvolvimento de Software
Carla Alessandra Lima reis,"Lima REIS, Carla Alessandra",NAO,Processo LACEN de Desenvolvimento de Software
Adailton Magalhães Lima,"LIMA, Adailton Magalhães",NAO,Processo LACEN de Desenvolvimento de Software
Breno Bernard Nicolau de França,"FRANÇA, B. B. N.;de França, B. B. N.;DE FRANÇA, BRENO BERNARD NICOLAU",SIM,Elaboração de auditoria relativa ao Bilhete Único no sistema de transporte público intermunicipal na Região Metropolitana do Rio de Janeiro
Guilherme Horta Travassos,"TRAVASSOS, G. H.",NAO,Elaboração de auditoria relativa ao Bilhete Único no sistema de transporte público intermunicipal na Região Metropolitana do Rio de Janeiro
Carlos David Nassi,"Nassi, Carlos David",NAO,Elaboração de auditoria relativa ao Bilhete Único no sistema de transporte público intermunicipal na Região Metropolitana do Rio de Janeiro
Breno Bernard Nicolau de França,"FRANÇA, B. B. N.;de França, B. B. N.;DE FRANÇA, BRENO BERNARD NICOLAU",NAO,Aprimoramento da inteligência e das capacidades de gestão e gerenciamento dos recursos computacionais com vistas a implantação do paradigma de TI focado no negócio institucional.
Guilherme Horta Travassos,"TRAVASSOS, G. H.",SIM,Aprimoramento da inteligência e das capacidades de gestão e gerenciamento dos recursos computacionais com vistas a implantação do paradigma de TI focado no negócio institucional.
Toacy Cavalcante de Oliveira,"Oliveira, Toacy Cavalcante",NAO,Aprimoramento da inteligência e das capacidades de gestão e gerenciamento dos recursos computacionais com vistas a implantação do paradigma de TI focado no negócio institucional.
Jobson Luiz Massolar da Silva,"Massolar, J. L.",NAO,Aprimoramento da inteligência e das capacidades de gestão e gerenciamento dos recursos computacionais com vistas a implantação do paradigma de TI focado no negócio institucional.
