NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Ghent University,NULL,Fakulteit Toegepaste Wetenschappen,CONCLUIDO,1981,1981,NAO,NULL,1981,SPANNINGEN ROND TUITEN IN DRUKVATEN.,ROBERT DECHAENE
