NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-CONGRESSO_Id
"XL Congresso da SOBER - Equidade e Eficiência na Agricultura Brasileira.","","","","Passo Fundo","",0
"World Food and Agribusiness Congress IX - Building Trust in the Agro-Food System: Trade, Technology, and Competitiveness","","","","Florença","",1
