NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-INICIACAO-CIENTIFICA_Id
"Iniciação Científica","PERCEPÇÃO DE RISCO NA TOMADA DE DECISÕES EM INVESTIMENTOS: UM ESTUDO EXPERIMENTAL","2017","Brasil","Português","","","",0
