NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Comissão Julgadora do Concurso Público para professor doutor, nível MS-3, em RTP na área de Economia e Gestão - UNICAMP (Limeira). 2010. Universidade Estadual de Campinas.","2010","Brasil","Português","","","",0
"Concurso público","Concurso para Professor Doutor na área de Economia Matemática Departamento de Teoria Econômica. Universidade Estadual de Campinas.","2009","Brasil","Português","","","",1
"Concurso público","Processo seletivo de PROFESSOR CONTRATADO III do Departamento de Economia, Administração e Sociologia, na área:","2011","Brasil","Português","","","",2
"Concurso público","Concurso para Contratação de Professor Doutor. 2012. Área: Estatística.","2012","Brasil","Português","","","",3
"Concurso público","Concurso de Professor Doutor para o Curso de Administração - Departamento de Economia, Administração e Sociologia Rural - especialidade: Finanças.","2012","Brasil","Português","","","",4
"Concurso público","Concurso público de professor doutor para a área de Engenharia de Produção, subárea Engenharia Econômica e Gestão de Custos","2013","Brasil","Português","","","",5
"Concurso público","Concurso Público para contratação de Professor Doutor I, MS-3.1, na área de Administração na Faculdade de Ciências Aplicadas da Universidade Estadual de Campinas","2014","Brasil","Português","","","",6
"Concurso público","Concurso de Admissão de Professor Doutor: área de Microeconomia. 2014.","2014","Brasil","Português","","","",7
