SETOR-DE-ATIVIDADE-1,SETOR-DE-ATIVIDADE-2,SETOR-DE-ATIVIDADE-3,MESTRADO_Id
"Agricultura, Pecuária, Silvicultura, Exploração Florestal","","",0
