NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id
"Dissertação de mestrado","ACADEMICO","AUTOGESTÃO DOS TRABALHADORES COMO ATERNATIVA PARA RECUPERAÇÃO DE EMPRESAS FALIDAS OU EM PROCESSO FALIMENTAR","2013","Brasil","Português","","NAO","","",0
"Dissertação de mestrado","ACADEMICO","O impacto da adesão aos segmentos diferenciados de listagem da BM&FBovespa sobre a estrutura de capital das empresas brasileiras de capital aberto","2014","Brasil","Português","","NAO","","",1
"Dissertação de mestrado","ACADEMICO","Determinantes da adoção da responsabilidade socioambiental corporativa: estudo de caso entre empresas brasileiras de capital aberto","2017","Brasil","Português","","NAO","","",2
