PARTICIPACAO-EM-PROJETO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PARTICIPACAO-EM-PROJETO_Id
0,"4","ANTERIOR","","2009","","2010","007937000008","Instituto de Economia","","",0
1,"3","ATUAL","02","2010","","","007937000008","Instituto de Economia","","",0
2,"11","ANTERIOR","","2014","","2015","JRFP01000991","Department of Agricultural Economics","","",1
