ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"1","ATUAL","GRADUACAO","02","2006","","","","","90000003","Economia","",0
1,"1","ANTERIOR","GRADUACAO","03","2002","02","2004","","","90000004","Administração","",1
2,"1","ANTERIOR","APERFEICOAMENTO","03","2002","06","2002","","","90000005","Mercados de Derivativos","",2
3,"1","ANTERIOR","APERFEICOAMENTO","09","2002","03","2006","","","90000006","Mercados de Derivativos","",3
4,"7","ATUAL","GRADUACAO","03","2009","","","","","90000009","Ciências Econômicas","",4
5,"9","ATUAL","ESPECIALIZACAO","03","2010","","","","","90000012","Finanças Corporativas","",4
6,"10","ATUAL","POS-GRADUACAO","08","2011","","","","","33070202","Ciência Econômica","Economy",4
