ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"4","",0
1,"45","",0
2,"49","",0
3,"52","",0
4,"64","",0
5,"72","",0
6,"74","",0
7,"95","",0
8,"104","",0
9,"111","",0
10,"136","",0
11,"142","",0
12,"146","",0
13,"147","",0
14,"149","",0
15,"157","",0
16,"158","",0
17,"165","",0
18,"189","",0
19,"196","",0
20,"197","",0
21,"234","",0
22,"107","",0
