TEXTO-RESUMO-CV-RH,TEXTO-RESUMO-CV-RH-EN,DADOS-GERAIS_Id
"Possui Graduação em Ciências Econômicas pela Universidade Federal do Rio Grande do Sul (1990), Mestrado em Economia pela Universidade Federal do Rio Grande do Sul (1997) e Doutorado em Ciências Econômicas pela Universidade Estadual de Campinas (2001). Atualmente é Professora Doutora do Instituto de Economia da Universidade Estadual de Campinas (UNICAMP) e Coordenadora do Programa de Pós-Graduaçao em Ciências Econômicas.","bachelor's at Ciências Econômicas from Universidade Federal do Rio Grande do Sul (1990), master's at Economy from Universidade Federal do Rio Grande do Sul (1997) and doctorate at Ciências Econômicas from Universidade Estadual de Campinas (2001). Has experience in Economy, focusing on Economic Theory",0
