NATUREZA,TITULO-DO-TEXTO,ANO-DO-TEXTO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TEXTO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TEXTO-EM-JORNAL-OU-REVISTA_Id
"REVISTA_MAGAZINE","Cooperação Financeira no Mercosul","2011","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"REVISTA_MAGAZINE","Transformações no sistema bancário norte-americano e o papel da regulacão","2015","Brasil","Português","NAO_INFORMADO","http://plataformapoliticasocial.com.br/wp-content/uploads/2015/10/Revista_23.pdf","NAO","","","NAO",1
