NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Seleçao pública de provas e títulos para contratação de docente","2009","Brasil","Português","","","",0
"Concurso público","Concurso público de Magistério Superior na área de Economia, subárea de Economia Política","2010","Brasil","Português","","","",1
"Concurso público","Concurso público para Docente - Macroeconomia: Teoria Pol. e Planejamento Econômico","2010","Brasil","Português","","","",2
"Concurso público","Concurso para Professor Doutor na área de História do Pensamento Econômico, Departamento de Teoria Econõmica, Instituto de Economia.","2011","Brasil","Português","","","",3
"Concurso público","Comissão julgadora do concurso público de provas e títulos na área de História do Pensamento Econômico e na área de Formação e Desenvolvimento da Economia Capitalista, na(s) disciplina(s) CE 313 Economia Política II e CE 261 Sistemas Econômicos, do Departamento de Teoria Econômica e do Departamento de Política e História Econômica do Instituto de Economia","2013","Brasil","Português","","","",4
"Concurso público","Concurso Público na área de Teoria Econômica - Macroeconomia","2016","Brasil","Português","","","",5
"Concurso público","Concurso Público na are de História do Pensamento Econômico","2016","Brasil","Português","","","",6
