ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"9","",0
1,"11","",0
2,"13","",0
3,"21","",0
4,"87","",0
5,"115","",0
6,"138","",0
7,"192","",0
8,"193","",0
9,"299","",0
10,"331","",0
11,"372","",0
12,"374","",0
13,"375","",0
14,"376","",0
15,"408","",0
16,"494","",0
17,"265","",0
