APRESENTACAO-DE-TRABALHO_Id,SEQUENCIA-PRODUCAO,DEMAIS-TIPOS-DE-PRODUCAO-TECNICA_Id
0,"18",0
1,"19",0
2,"168",0
3,"187",0
4,"189",0
5,"196",0
6,"197",0
7,"203",0
8,"204",0
9,"205",0
10,"206",0
11,"214",0
12,"237",0
13,"271",0
14,"272",0
15,"292",0
16,"295",0
17,"329",0
18,"402",0
19,"403",0
20,"427",0
21,"463",0
22,"467",0
23,"428",0
