CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"32000138","","","033300000002","Universidade Federal de Minas Gerais","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"32050097","","","001500000008","Universidade Federal de Uberlândia","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"33070202","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"33090114","","","007100000000","Pontifícia Universidade Católica de São Paulo","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"42000130","","","019200000005","Universidade Federal do Rio Grande do Sul","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"60008342","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"60010793","","","033000000007","Universidade Estadual Paulista Júlio de Mesquita Filho","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"60025000","","","033700000000","Universidade Federal do Rio Grande do Norte","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"60096837","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"60195010","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"90000001","","","019200000005","Universidade Federal do Rio Grande do Sul","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000003","","","000100000991","Faculdade de Ciências Contábeis e Administração de Taquara","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000004","","","000100000991","Faculdade de Ciências Contábeis e Administração de Taquara","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000005","","","000200000993","Faculdade de Ciências Contábeis e Administrativas de Taquara Faccat Rs","CIENCIAS_SOCIAIS_APLICADAS","Administração","","","GRADUACAO",0
"90000006","","","000200000993","Faculdade de Ciências Contábeis e Administrativas de Taquara Faccat Rs","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000007","","","051400000002","Universidade Presbiteriana Mackenzie","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000008","","","000500000999","Faculdades de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000009","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000010","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","DOUTORADO",0
"90000011","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000012","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000013","","","001400000995","Faculdade de Ciências e Administrativas de Taquara - FACCAT - RS","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000014","","","001600000999","Faculdade de Ciências Contábeis e Administrativas de Taquara - FACCAT - RS","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000015","","","001800000992","Faculdade de Ciências Contábeis e Administrativas de Taquara","CIENCIAS_SOCIAIS_APLICADAS","Administração","","","GRADUACAO",0
"90000016","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000017","","","033700000000","Universidade Federal do Rio Grande do Norte","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000018","","","033700000000","Universidade Federal do Rio Grande do Norte","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"90000019","","","001900000994","Harvard University","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","EXTENSAO_UNIVERSITARIA",0
"90000020","","","002000000996","Harvard University","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","EXTENSAO_UNIVERSITARIA",0
"90000021","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","GRADUACAO",0
"90000022","","","033700000000","Universidade Federal do Rio Grande do Norte","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000023","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","DOUTORADO",0
"90000024","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","APERFEICOAMENTO",0
"90000025","","","J0KT00000004","Fundação Universidade Camponesa","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000026","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"90000027","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"90000028","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO_DOUTORADO",0
"90000029","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
"90000030","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_SOCIAIS_APLICADAS","Economia","","","MESTRADO",0
