PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"3","ATUAL","","2002","","","007937000008","Instituto de Economia","007937001993","Centro de Estudos de Relações Econômicas Internacionais",0
1,"24","ATUAL","","2005","","","007937000008","Instituto de Economia","007937001993","Centro de Estudos de Relações Econômicas Internacionais",0
