SEQUENCIA-AREA-DE-ATUACAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DE-ATUACAO_Id
"1","CIENCIAS_SOCIAIS_APLICADAS","Economia","Teoria Econômica","",0
"2","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Monetária e Financeira","",0
"3","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Monetária e Fiscal","",0
"4","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Monetária e Fiscal","Instituições Monetárias e Financeiras do Brasil",0
"5","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Internacional","",0
"6","CIENCIAS_SOCIAIS_APLICADAS","Economia","Economia Política","",0
