NOME_INSTITUICAO,NATUREZA,PROJETO_NOME
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,Segmentação de objetos via Transformada Watershed
Conselho Nacional de Desenvolvimento Científico e Tecnológico,AUXILIO_FINANCEIRO,Plataforma colaborativa para processamento de imagens médicas baseada no ambiente Adessowiki;
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,"Programas de Inovação Tecnológica / CEPID - Centros de Pesquisa, Inovação e Difusão - Edital 2011 CEPID: Instituto Brasileiro de Neurociência e Neurotecnologia (Brazilian Institute of Neuroscience and Neurotechnology) - BRAINN FAPESP processo 201307559-3"
Fundação de Amparo à Pesquisa do Estado de São Paulo,BOLSA,Segmentação de imagens de tensores de difusão no contexto da morfologia matemática
Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,AUXILIO_FINANCEIRO,Métodos computacionais para análise de estruturas e tecidos cerebrais através de imagens multimodais
Universidade Estadual de Campinas,AUXILIO_FINANCEIRO,Da Eletrônica à Computação: Não é Mágica é Ciência!
NULL,NAO_INFORMADO,Processamento de Imagens Médicas
Fundação de Amparo à Pesquisa do Estado de São Paulo,BOLSA,Métodos de segmentação e classificação baseados em grafos para imagens de tensores de difusão do cérebro
