NOME_INSTITUICAO,NATUREZA,PROJETO_NOME
Conselho Nacional de Desenvolvimento Científico e Tecnológico,BOLSA,Faces da Música Eletroacústica Brasileira: compositores do Rio de Janeiro nos anos 80 e 90
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,Denise Garcia - A Casa do poeta - Música Eletroacústica 1993-2001
Conselho Nacional de Desenvolvimento Científico e Tecnológico,BOLSA,Faces da Música Eletroacústica Brasileira: o Estúdio da Glória nos anos 80 e 90
Fundação de Amparo à Pesquisa do Estado de São Paulo,BOLSA,Faces da Música Eletroacústica Brasileira: o Grupo Música Nova e seu pioneirismo na utilização de recursos eletroacústicos
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,Faces da Música Eletroacústica Brasileira: o Grupo Música Nova e seu pioneirismo na utilização de recursos eletroacústicos
