NATUREZA,TITULO,ANO,PAIS,MEIO-DE-DIVULGACAO,IDIOMA,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,NATUREZA-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRA-PRODUCAO-TECNICA_Id
"Curso de Curta Duração/Extensão","Processamento de Imagens e Reconhecimento de Padrões utilizando a linguagem Python e a biblioteca Numpy","2013","Brasil","MEIO_DIGITAL","Português","","NAO","","","","NAO",0
