OUTRAS-INFORMACOES-RELEVANTES,DADOS-GERAIS_Id
"Membro da Sociedade Brasileira de Engenharia Biomédica
Membro da IEEE Engineering in Medicine and Biology Society (EMBS)
Membro da IEEE Women in Engineering (WIE)
Tesoureira da IEEE Women in Engineering UNICAMP

Integrante do Programa CInAPCe da FAPESP e do Programas de Inovação Tecnológica / CEPID - Centros de Pesquisa, Inovação e Difusão - Instituto Brasileiro de Neurociência e Neurotecnologia (Brazilian Institute of Neuroscience and Neurotechnology) - BRAINN FAPESP.",0
