TITULO,ANO-DESENVOLVIMENTO,PAIS,HOME-PAGE,MEIO-DE-DIVULGACAO,FLAG-RELEVANCIA,TITULO-INGLES,FLAG-POTENCIAL-INOVACAO,PATENTE_Id
"Interactive Visualization Method of a max-­tree structure and uses thereof.","2015","Brasil","","NAO_INFORMADO","NAO","","NAO",0
