NOME-DO-PREMIO-OU-TITULO,NOME-DA-ENTIDADE-PROMOTORA,ANO-DA-PREMIACAO,NOME-DO-PREMIO-OU-TITULO-INGLES,PREMIOS-TITULOS_Id
"2º lugar - Region 9 student paper contest, pelo trabalho "A simple and efficient Road Detection Algorithm for Real Time Autonomous Navigation based on Monocular Vision".","IEEE","2007","",0
"1° lugar - Concurso de escolha da Imagem para a capa do Proceedings of the XX Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI 2007).","SIBGRAPI 2007 Committe","2007","",0
"Imagem escolhida para a capa do Proceedings of the XXII Brazilian Symposium on Computer Graphics and Image Processing (2009)","SIBGRAPI 2009 Committe","2009","",0
