CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","ACR/ARHP Annual Scientific Meeting","Atlanta","2010","Arthritis and Rheumatism","","","","","","","","","",10
"INTERNACIONAL","2011 24th SIBGRAPI Conference on Graphics, Patterns and Images (Sibgrapi)","Alagoas","","2011 24th SIBGRAPI Conference on Graphics, Patterns and Images","","","","","","","IEEE","","",11
"INTERNACIONAL","2011 24th SIBGRAPI Conference on Graphics, Patterns and Images Tutorials (SIBGRAPIT)","Alagoas","","2011 24th SIBGRAPI Conference on Graphics, Patterns, and Images Tutorials","","","","56","62","","IEEE","","",12
"INTERNACIONAL","SPIE Medical Imaging","Lake Buena Vista","","","7259","","","72591E","72591E-12","","","","",13
"INTERNACIONAL","European League Against Rheumatology Annual Meeting","London","2011","Annals of Rheumatic Diseases","70","","","507","507","","","","",14
"INTERNACIONAL","75th Annual Scientific Meeting","Chicago","2011","Arthritis & Rheumatism","63","","","883","","","","","",15
"INTERNACIONAL","Annual European Congress of Rheumatology","Berlin","2012","Annals of Rheumatic Diseases","71","","","269","","","","","",16
"INTERNACIONAL","Annual European Congress of Rheumatology","Berlin","2012","Annals of Rheumatic Diseases","71","","","209","","","","","",17
"INTERNACIONAL","SPIE Medical Imaging","San Diego","2012","Proceedings of Medical Imaging 2012","8314","","","831432","","","","","",18
"LOCAL","Simpósio de Processamento de Sinais da Universidade Estadual de Campinas (I SPS)","Campinas","2010","Anais do I SPS","","","","","","","","","",19
"LOCAL","Simpósio de Processamento de Sinais da Universidade Estadual de Campinas (I SPS)","Campinas","2011","Anais do II SPS","","","","","","","","","",20
"LOCAL","Simpósio de Processamento de Sinais da Universidade Estadual de Campinas (I SPS)","Campinas","2011","Anais do II SPS","","","","","","","","","",21
"INTERNACIONAL","SPIE Medical Imaging","Lake Buena Vista","2013","Proc. SPIE Medical Imaging 2013: Image Processing","8669","","","","","","","","",22
"NACIONAL","2012 XXV SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Ouro Preto","2012","2012 25th SIBGRAPI Conference on Graphics, Patterns and Images","","","","260","","9780769548296","IEEE","","",23
"NACIONAL","First Congress CEPID BRAINN","Campinas","2014","Journal of Epilepsy and Clinical Neurophysiology","20","","","16","","1676-2649","","","",24
"NACIONAL","First Congress CEPID BRAINN","Campinas","2014","Journal of Epilepsy and Clinical Neurophysiology","20","","","21","","1676-2649","","","",25
"NACIONAL","First Congress CEPID BRAINN","Campinas","2014","Journal of Epilepsy and Clinical Neurophysiology","20","","","38","","1676-2649","","","",26
"INTERNACIONAL","International Conference on Computational Science, ICCS 2011","Singapore","2011","Procedia Computer Science","4","","","759","767","","Elsevier","","",27
"INTERNACIONAL","SPIE Medical Imaging","Orlando","","","9418","","","94180B","","","","","",28
"INTERNACIONAL","SPIE Medical Imaging","Orlando","","","9417","","","94172A","","","","","",29
"INTERNACIONAL","2014 22nd International Conference on Pattern Recognition (ICPR)","Stockholm","2014","2014 22nd International Conference on Pattern Recognition","","","","3132","","9781479952090","","","",30
"NACIONAL","XXIV Congresso Brasileiro de Engenharia Biomédica","Uberlândia","2014","Anais do XXIV Congresso Brasileiro de Engenharia Biomédica","","","","","","","","","",31
"NACIONAL","Congresso Brasileiro de Engenharia Biomédica","","2014","Anais do XXIV Congresso Brasileiro de Engenharia Biomédica","","","","","","","","","",32
"INTERNACIONAL","2015 IEEE International Conference on Image Processing (ICIP)","Quebec City","","2015 IEEE International Conference on Image Processing (ICIP)","","","","3620","","9781479983391","IEEE","","",33
"INTERNACIONAL","2015 International Conference on Image Processing Theory, Tools and Applications (IPTA)","Orleans","","2015 International Conference on Image Processing Theory, Tools and Applications (IPTA)","","","","119","","9781479986361","","","",34
"LOCAL","Second BRAINN Congress","Campinas","2015","Journal of Epilepsy and Clinical Neurophysiology","21","2","","65","65","1676-2649","","","",35
"LOCAL","Second BRAINN Congress","Campinas","2015","Journal of Epilepsy and Clinical Neurophysiology","21","2","","66","66","1676-2649","","","",36
"LOCAL","Second BRAINN Congress","Campinas","2015","Journal of Epilepsy and Clinical Neurophysiology","21","2","","70","70","","","","",37
"LOCAL","Second BRAINN Congress","Campinas","2015","Journal of Epilepsy and Clinical Neurophysiology","21","2","","77","77","","","","",38
"NAO_INFORMADO","SPIE Medical Imaging","San Diego","","org.crossref.xschema._1.Title@223aec98","","","","97852N","","","","","",39
"INTERNACIONAL","XVII Simposio Internacional en Percepción Remota y Sistemas de Información Geográfica","Puerto Iguazu","2016","XVII Simposio Internacional en Percepción Remota y Sistemas de Información Geográfica","","","","","","","","","",40
"INTERNACIONAL","2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","Orlando","2016","2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","","","","1120","1123","9781457702204","IEEE","","",41
"INTERNACIONAL","IGARSS 2016 2016 IEEE International Geoscience and Remote Sensing Symposium","Beijing","2016","2016 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)","","","","5122","","9781509033324","IEEE","","",42
"NACIONAL","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images Tutorials (SIBGRAPIT)","Sao Paulo","2016","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images Tutorials (SIBGRAPI-T)","","","","15","","9781509044344","","","",43
"NACIONAL","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","Sao Paulo","2016","2016 29th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)","","","","313","","9781509035687","","","",44
"NACIONAL","XXV Congresso Brasileiro de Engenharia Biomédica","Foz do Iguaçu","2016","Anais do XXV Congresso Brasileiro de Engenharia Biomédica","","","","963","966","","","","",45
"NACIONAL","XXV Congresso Brasileiro de Engenharia Biomédica","","2016","Anais do XXV Congresso Brasileiro de Engenharia Biomédica","","","","1147","1150","","","","",46
"NACIONAL","XXV Congresso Brasileiro de Engenharia Biomédica","Foz do Iguaçu","2016","Anais do XXV Congresso Brasileiro de Engenharia Biomédica","","","","1179","1182","","","","",47
"INTERNACIONAL","SPIE Medical Imaging","San Diego","2014","Proc. SPIE 9034, Medical Imaging 2014: Image Processing","9034","","","","","","","","",48
"NACIONAL","Conference on Graphics, Patterns and Images","Niterói","2017","Conference on Graphics, Patterns and Images - WORKSHOP OF UNDERGRADUATE WORKS,","","","","","","","","","",49
"NAO_INFORMADO","Conference on Graphics, Patterns and Images","Niterói","2017","Conference on Graphics, Patterns and Images - WORKSHOP OF THESIS AND DISERTATIONS","","","","","","","","","",50
"INTERNACIONAL","Annual Meeting of Human Brain Mapping","Vancouver","2017","Proceedings of OHBM","","","","","","","","","",51
"REGIONAL","8th Annual Canadian Stroke Congress","Calgary","2017","8th Annual Canadian Stroke Congress","","","","","","","","","",52
"NACIONAL","XX Congresso Brasileiro de Ensino em Engenharia","Rio de Janeiro","1992","Anais do XX Congresso Brasileiro de Ensino em Engenharia","S/N","","","","","","","","",53
