NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-ENCONTRO_Id
"Encontro","Analysis of the Watershed Tie-zone Influence on the Skull-stripping","2015","Canadá","","NAO_INFORMADO","","NAO","Avaliador","Convidado","","","NAO",0
"Encontro","","2012","Estados Unidos","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
"Encontro","Imagens de Tensores de Difusão: Cálculo do Gradiente Morfológico Tensorial e Segmentação via Watershed","2008","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",2
"Encontro","Watershed-based segmentation of the midsagittal section of the corpus callosum in diffusion MRI","2011","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",3
"Encontro","Segmentação de imagens de tensores de difusão no contexto da morfologia matemática","2010","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",4
"Encontro","Processamento Digital de Sinais","2006","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",5
