NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","Registration of Diffusion Weighted Images in Adessowiki Environment","2011","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",0
"Outra","","2006","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
"Outra","Watershed-based segmentation of the midsagittal section of the corpus callosum in diffusion MRI","2011","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",2
"Outra","Processamento de imagens médicas no ambiente Adessowiki","2010","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","","NAO",3
"Outra","DTI-based segmentation of brain structures by watershed transform on tensorial morphological gradient","2009","Brasil","","NAO_INFORMADO","","NAO","Poster / Painel","Participante","","DTI-based segmentation of brain structures by watershed transform on tensorial morphological gradient","NAO",4
