NATUREZA,TITULO-DO-TEXTO,ANO-DO-TEXTO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TEXTO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TEXTO-EM-JORNAL-OU-REVISTA_Id
"JORNAL_DE_NOTICIAS","Alunos e pequenas empresas formam uma parceria proveitosa","1992","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"JORNAL_DE_NOTICIAS","Empresa júnior da FEE luta por confiança","1992","Brasil","Português","IMPRESSO","","NAO","","","NAO",1
"JORNAL_DE_NOTICIAS","Técnica permite análise integrada e mais precisa de lesões cerebrais","2013","Brasil","Português","VARIOS","","NAO","","","NAO",2
"JORNAL_DE_NOTICIAS","Método automatizado analisa lesões no cérebro","2017","Brasil","Português","MEIO_DIGITAL","https://www.unicamp.br/unicamp/ju/noticias/2017/04/18/metodo-automatizado-analisa-lesoes-no-cerebro","NAO","","","NAO",3
"JORNAL_DE_NOTICIAS","Empresa Junior da FEE","1992","Brasil","Português","FILME","","NAO","","","NAO",4
