NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Identificação Semi-Automática e Caracterização de Lesões em Substância Branca no Cérebro em Imagens Volumétricas de Ressonância Magnética","2016","Brasil","Português","","NAO","","",0
"Tese de doutorado","Max-Tree, Teoria, Algoritmos e Aplicações","2017","Brasil","Inglês","","NAO","","",1
