NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-ORIENTACOES-CONCLUIDAS_Id
"INICIACAO_CIENTIFICA","","Segmentação de imagens coloridas usando uma representação tensorial de cores","2017","Brasil","Português","","NAO","","","",0
"INICIACAO_CIENTIFICA","","Validação de um método automático de segmentação e parcelamento do corpo caloso","2014","Brasil","Português","","NAO","","","",1
