PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"180",0
1,"201",0
2,"242",0
3,"254",0
4,"256",0
5,"282",0
6,"302",0
7,"219",0
