NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
"Doutorado","Análises Morfológica e Dinâmica da Coronária baseadas no Processamento Tridimensional de Exames de Ultrassonografia Intravascular","2010","Brasil","Português","","","",0
"Doutorado","A framework for pattern classifier selection and fusion","2014","Brasil","Inglês","","","",1
"Doutorado","Espondilose cervical: manifestações clínicas e achados na Ultrassonografia das artérias vertebrais","2013","Brasil","Português","","","",2
"Doutorado","Prevalência de alterações do sistema nervoso central em pacientes com esclerose sistêmica","2014","Brasil","Português","","","",3
"Doutorado","Reconstrução, Segmentação e Registro de Imagens de Ultrassom Intravascular Reconstruídas a partir dos Dados Brutos de Radiofrequência","2016","Brasil","Português","","","",4
"Doutorado","Identificação Semi-Automática e Caracterização de Lesões em Substância Branca no Cérebro em Imagens Volumétricas de Ressonância Magnética","2016","Brasil","Português","","","",5
