ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"94","",0
1,"152","",0
2,"167","",0
3,"170","",0
4,"207","",0
5,"245","",0
6,"246","",0
7,"247","",0
8,"263","",0
9,"283","",0
10,"285","",0
11,"286","",0
12,"303","",0
13,"304","",0
14,"284","",0
