NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,HOME-PAGE,MEIO-DE-DIVULGACAO,FLAG-DIVULGACAO-CIENTIFICA,PROGRAMA-DE-RADIO-OU-TV_Id
"MESA_REDONDA","1º Seminário Mulheres no Mundo dos Negócios e da Tecnologia","2014","Brasil","Português","NAO","","","","NAO_INFORMADO","SIM",0
"ENTREVISTA","Unicamp desenvolve tecnologia para ajudar a diagnosticar problemas no cérebro","2017","Brasil","Português","NAO","","","http://g1.globo.com/sp/campinas-regiao/jornal-da-eptv/videos/v/unicamp-desenvolve-tecnologia-para-ajudar-a-diagnosticar-problemas-no-cerebro/5853728/","NAO_INFORMADO","NAO",1
"ENTREVISTA","Cientistas da Unicamp criam tecnologia para identificar doenças no cérebro com rapidez","2017","Brasil","Português","NAO","","","https://globoplay.globo.com/v/5869291/","NAO_INFORMADO","NAO",2
"MESA_REDONDA","Girls Rising","2013","Brasil","Português","NAO","","","","NAO_INFORMADO","SIM",3
