TITULO-DO-LIVRO,NUMERO-DE-VOLUMES,PAGINA-INICIAL,PAGINA-FINAL,ISBN,ORGANIZADORES,NUMERO-DA-EDICAO-REVISAO,NUMERO-DA-SERIE,CIDADE-DA-EDITORA,NOME-DA-EDITORA,CAPITULO-DE-LIVRO-PUBLICADO_Id
"Neurociências e epilepsia","2","81","85","9788576511359","Li Li Min; Paula Teixeira Fernandes, Roberto J. M. Covolan, Fernando Cendes","1","","São Paulo","Plêiade",0
"Neurociências e Epilepsia","3","127","133","9788576512394","Li Li Min; Paula T. Fernandes; Roberto Covolan; Fernando Cendes","1","1","São Paulo","Plêiade",1
"Lecture Notes in Computer Science","","63","74","9783319187198","","1","","","Springer International Publishing",2
"Lecture Notes in Computer Science","","71","78","9783319598758","","1","","","Springer International Publishing",3
"Biological and Medical Physics, Biomedical Engineering","1","107","129","9783642158155","T. Deserno","1","","Aachen","Springer Berlin Heidelberg",4
