NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SEMINARIO_Id
"Seminário","","2013","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",0
"Seminário","","2011","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
"Seminário","White matter integrity analysis through DTI","2016","Alemanha","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","NAO",2
"Seminário","","2011","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",3
"Seminário","","2013","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",4
