TEXTO-RESUMO-CV-RH,TEXTO-RESUMO-CV-RH-EN,DADOS-GERAIS_Id
"Graduou-se em Engenharia Elétrica (1994) pela Universidade Estadual de Campinas. Trabalhou na indústria automotiva, mais especificamente na Robert Bosch Ltda e Volkswagen do Brasil de 1994 a 1999, obtendo paralelamente seu título de MBA pela Faculdade Getúlio Vargas (1998). Retornou à Academia, recebendo o título de mestre em Engenharia Elétrica (2004) e doutora em Engenharia Elétrica pela Universidade Estadual de Campinas (2009), com sanduíche no Montréal Neurological Institut, McGill University, Canadá. Realizou Pós-doutorado na Perelman School of Medicine, University of Pennsylvania. É atualmente Professora Doutora da Faculdade de Engenharia Elétrica de Computação (FEEC) da Universidade Estadual de Campinas (UNICAMP), onde desenvolve sua pesquisa em processamento e análise de imagens médicas e reconhecimento de padrões. Publicou mais de 70 trabalhos, em periódicos especializados e eventos científicos. Além das disciplinas regulares da FEEC, têm oferecido mini-cursos de Processamento de Imagens para a comunidade acadêmica. Desde 2012 dedica-se também à organização e oferecimento de oficinas de programação para crianças e adolescentes.","Graduated in Electrical Engineering (1994) from the University of Campinas, worked in Automotive Industry, more specifically Robert Bosch Ltda and Volkswagen do Brasil from 1994 to 1999. In parallel received her MBA from Fundação Getulio Vargas (1998). Returned to the University, receiving her Msc. in Electrical Engineering (2004) and Ph.D. in Electrical Engineering from the same University (2009), with a 6-month internship at the Montreal Neurological Institute, McGill University, Canada. Concluded a post-doctorate fellowship at the Perelman School of Medicine, University of Pennsylvania. Is currently an Assistant Professor at School of Electrical and Computer Engineering, University of Campinas (UNICAMP), Brazil. Her research is focused on Medical Image Processing and Analysis. Published more than 70 scientific papers on journals and conference proceedings. Beside regular courses, has been teaching Image Processing courses to the community. Since 2012 organizes programming workshops for children and teenagers.",0
