NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Universidade de São Paulo,NULL,Sociologia,CONCLUIDO,1999,2004,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2004,São Paulo Cidade Mundial: Fundamentos financeiros de uma miragem,Francisco de Oliveira
