NATUREZA,TITULO-DO-TRABALHO,ANO-DO-TRABALHO,PAIS-DO-EVENTO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TRABALHO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TRABALHO-EM-EVENTOS_Id
"COMPLETO","New Multiphase Transmission Line Model","1998","Grécia","Inglês","IMPRESSO","","NAO","","","NAO",17
"COMPLETO","Modeling A Power Transformer For Investigation Of Digital Protection Schemes","1998","Grécia","Inglês","IMPRESSO","","NAO","","","NAO",18
"COMPLETO","Transient Analysis Resulting From Shunt Capacitor Switching In An Actual Electrical Distribution System","1998","Grécia","Inglês","IMPRESSO","","NAO","","","NAO",19
"COMPLETO","Quasi-Modes Multiphase Transmission Line Model","1997","Estados Unidos","Inglês","IMPRESSO","Htpp://lsee.sel.eesc.sc.usp.br/cristina","NAO","","","NAO",20
"COMPLETO","Modelo de Linha de Transmissão Polifásica Utilizando Quase-Modos","1998","Brasil","Português","IMPRESSO","","NAO","","","NAO",21
"COMPLETO","Utilização do ATP-EMTP Para Estudos da Proteção Diferencial dos Transformadores de Potência","1998","Brasil","Português","IMPRESSO","","NAO","","","NAO",22
"COMPLETO","Concerns About Utility Switched Capacitors Installed Along Distribution Feeders","1998","Brasil","Português","IMPRESSO","","NAO","","","NAO",23
"COMPLETO","Analyzing the Earth Conductivity and Permittivity Frequency Dependence Influence to Electromagnetic Transient Phenomena","2000","Austrália","Inglês","IMPRESSO","","NAO","","","NAO",24
"COMPLETO","A Frequency Dependent Mode Domain Model For Double Three-Phase Transmission Lines","2000","Austrália","Inglês","IMPRESSO","","NAO","","","NAO",25
"COMPLETO","Discrimination between Inruch Currents and Internal Faults in Power Transformers using Artificial Neural Networks","2000","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",26
"COMPLETO","Quasi-Modes Frequency Dependent Three-Phase Transmission Line Model - Analyzing the Earth Conductivity Influence to Electromagnetic Transient Phenomena","2000","Cingapura","Inglês","IMPRESSO","","NAO","","","NAO",27
"COMPLETO","A Power Transformer Model Concerning Electromagnetic Transients","1999","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",28
"COMPLETO","Guidelines for Transmission Line Modeling","1999","Canadá","Inglês","IMPRESSO","","NAO","","","NAO",29
"COMPLETO","Quasi-Modes Three-Phase Transmission Line Model - Comparing with Existing Frequency Dependent Models","1999","Hungria","Português","IMPRESSO","Hpp://lsee.sel.eesc.sc.usp.br/cristina","NAO","","","NAO",30
"COMPLETO","New Mode-Domain Representation of Transmission Line for Power Systems Studies - Comparing with Existing Models","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",31
"COMPLETO","Alto Desempenho na Proteção Diferencial de Transformadores de Potência com a Utilização de Redes Neurais","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",32
"COMPLETO","Modelo de Linha de Transmissão Polifásica Com Dependência com a Freqüência Utilizando Quase Modos - Comparação com Modelos Existentes no ATP","2000","Brasil","Português","IMPRESSO","","NAO","","","NAO",33
"COMPLETO","Simulação Computacional de Transitórios em Transformadores de Potência Utilizando o Alternative Transient Program (ATP)","1999","Brasil","Português","IMPRESSO","Htpp://lsee.sel.eesc.sc.usp.br/cristina","NAO","","","NAO",34
"COMPLETO","Análise de Desempenho da Proteção Diferencial dos Transformadores de Potência com o Emprego do ATP-EMTP","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",35
"COMPLETO","Analyzing the Transmission Line Parameters in Frequency Domain","2001","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",36
"COMPLETO","Representing a Double Three-Phase Transmission Line in a Transient Study - A New Aproach","2001","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",37
"COMPLETO","A new Methodology to Optimize the Transmission System Transient Studies","2001","China","Inglês","IMPRESSO","","NAO","","","NAO",38
"COMPLETO","An ATP Simulation of Shunt Capacitor Switching in an Electrical Distribution System","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",39
"COMPLETO","Analysis of The Transmission Line Model Using an Equivalent Impedance Test Concept","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",40
"COMPLETO","A New Model of Double Three-Phase Transmission Line Including Frequency Dependence - a Transient Study'","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",41
"COMPLETO","Influence of Earth Conductivity and Permittivity Frequency Dependence in Electromagnetic Transient Phenomena","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",42
"COMPLETO","Proposing a New Methodology to Optimize the Transient Study of a Transmission System","2001","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",43
"COMPLETO","Applying a New Methodology to Verify Transmission Line Model Performance - The Equivalent Impedance Test","2001","Canadá","Inglês","IMPRESSO","","NAO","","","NAO",44
"COMPLETO","Modeling, simulation and optimization of transmission lines.","2002","Brasil","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",45
"COMPLETO","Indirect Analysis Performance of Transmission Line Models","2002","Brasil","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",46
"COMPLETO","An ANN-Based Routine for Power Transformer Protection","2002","Brasil","Português","IMPRESSO","","NAO","","","NAO",47
"COMPLETO","MODELO DE REPRESENTAÇÃO DE LINHA DE TRANSMISSÃO TRIFÁSICA EM CIRCUITO DUPLO COM DEPENDÊNCIA COM A FREQÜÊNCIA -APLICAÇÃO EM TRANSITÓRIOS DE MANOBRA","2001","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",48
"COMPLETO","POWER TRANSFORMER PROTECTION USING ANN-BASED ROUTINES","2002","Espanha","Inglês","IMPRESSO","","NAO","","","NAO",49
"COMPLETO","TRANSITÓRIOS DEVIDO AO CHAVEAMENTO DE BANCOS DE CAPACITORES EM UM SISTEMA DE DISTRIBUIÇÃO DA CPFL","2002","Brasil","Português","IMPRESSO","","NAO","","","NAO",50
"COMPLETO","Simulação de Linhas deTransmissão de Circuito Duplo Incluindo Parâmetros Dependentes da Freqüência","2002","Brasil","Português","IMPRESSO","","NAO","","","NAO",51
"COMPLETO","Análise dos Quase-Modos da Linha de Transmissão Utilizando o Conceito de Impedância de Entrada de Circuito Aberto","2002","Brasil","Português","IMPRESSO","","NAO","","","NAO",52
"COMPLETO","Influence of Earth Conductivity and Permittivity Frequency Dependence in Electromagnetic Transient Phenomena","2003","Estados Unidos","Inglês","IMPRESSO","www.ipst.org","NAO","","","NAO",53
"COMPLETO","Transmission System Parameters Optimization - Analyzing Secondary Arc Current and Recovery Voltage","2003","Estados Unidos","Inglês","IMPRESSO","www.ipst.org","NAO","","","NAO",54
"COMPLETO","A New Methodology to Optimize Large EHV-Transmission System Transient Studies","2003","Rússia","Inglês","IMPRESSO","","NAO","","","NAO",55
"COMPLETO","Influência da Variação da Condutividade e da Permissividade do Solo em Função da Freqüência nos Fenômenos Eletromagnéticos","2003","Brasil","Português","IMPRESSO","www.xviisnptee.com.br","NAO","","","NAO",56
"COMPLETO","ANÁLISE MODAL DE LINHAS DE TRANSMISSÃO UTILIZANDO UMA FORMULAÇÃO ALTERNATIVA PARA O CÁLCULO DOS COEFICIENTES DE PROPAGAÇÃO E DAS IMPEDÂNCIAS CARACTERÍSTICAS DOS DIFERENTES MODOS","2003","Brasil","Português","IMPRESSO","http://www.xviisnptee.com.br","NAO","","","NAO",57
"COMPLETO","MODAL TRANSFORMATION APPLIED TO TRANSIENTS IN DOUBLE THREE-PHASE TRANSMISSION LINES","2001","Canadá","Inglês","IMPRESSO","","NAO","","","NAO",58
"COMPLETO","Transmission System Parameters Optimization - Sensitivity Analysis of Secondary Arc Current and Recovery Voltage","2004","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",59
"COMPLETO","compact model of transmission line applying orthogonal vectors","2004","Inglaterra","Inglês","IMPRESSO","","NAO","","","NAO",60
"COMPLETO","Modelling of Soil Electromagnetic Behaviour in Frequency Domain","2004","França","Inglês","IMPRESSO","","NAO","","","NAO",61
"COMPLETO","Compacting Distributed Parameter Transmission Line Model in EMTP-Programs","2004","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",62
"COMPLETO","Influence of Earth Conductivity and Permittivity Frequency Dependence in Electromagnetic Transient Phenomena - More Measurements Results in New Sites","2004","Brasil","Português","IMPRESSO","","NAO","","","NAO",63
"COMPLETO","Earth Conductivity and Permittivity Data Measurements -Influence in Transmission Line Transient Performance","2005","Canadá","Inglês","IMPRESSO","www.ipst.org","NAO","","","NAO",64
"COMPLETO","Condensed Transmission Line Model in EMTP-Type Program - Use of Complex Elements","2005","Canadá","Inglês","IMPRESSO","www.ipst.org","NAO","","","NAO",65
"COMPLETO","A New Procedure to Derive Transmission Line Parameters: Theoretical Considerations","2005","Estados Unidos","Inglês","IMPRESSO","","NAO","","","NAO",66
"COMPLETO","Medição e Avaliação da Condutividade e Permissividade no Domínio da Freqüência de Amostras de Solo da Região de Cachoeira Paulista SP","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",67
"COMPLETO","Uma Nova Metodologia Para Estudo De Transitórios Num Sistema De Transmissão","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",68
"COMPLETO","Análise De Sensibilidade De Parâmetros Elétricos De Linhas De Transmissão No Domínio Da Freqüência","2005","Brasil","Português","IMPRESSO","","NAO","","","NAO",69
"COMPLETO","Modal Transformation Applied to Double Three-Phase Transmission Lines","2004","Brasil","Inglês","IMPRESSO","","NAO","","","NAO",70
"COMPLETO","Influence of Transmission Line Transposition in Electromagnetic Transients Phenomena","2006","Venezuela","Inglês","IMPRESSO","","NAO","","","NAO",71
"COMPLETO","Importancia de la Representación de Transposición en Líneas de Transmisión para Estudios de Transitorios Electromagnéticos","2006","Equador","Espanhol","IMPRESSO","","NAO","","","NAO",72
"COMPLETO","Comparative Analysis of Control Switching Transient Techniques in Transmission Lines Energization Maneuver","2007","França","Inglês","VARIOS","[http://www.ipst.org]","NAO","","","NAO",73
"COMPLETO","Evaluating the Importance of Properly Representing Actual Transmission Line Transposition for Electromagnetic Transient Studies","2007","França","Inglês","VARIOS","[http://www.ipst.org.br]","NAO","","","NAO",74
"COMPLETO","Análise Comparativa De Técnicas De Controle De Sobretensões Transitórias Na Manobra De Energização De Linhas De Transmissão","2007","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",75
"COMPLETO","Análise Do Efeito Da Transposição Em Linhas De Transmissão Nos Estudos De Fenômenos Transitórios Eletromagnéticos","2007","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",76
"COMPLETO","Métodos Alternativos para o Controle de Sobretensões Transitórias em Linhas de Transmissão","2008","Brasil","Português","NAO_INFORMADO","","NAO","","Alternative method to mitigate transient overvoltage in transmission lines","NAO",77
"COMPLETO","Análise de Sensibilidade das Correntes de Arco Secundário para Diferentes Sistemas de Transmissão","2008","Brasil","Português","NAO_INFORMADO","","NAO","","Sensitivity analysis of secondary arc current to different transmission systems","NAO",78
"COMPLETO","Representação Compacta de Linhas de Transmissão para Simulação em Programas de Transitórios Eletromagnéticos","2008","Brasil","Português","NAO_INFORMADO","","NAO","","Compact representation of transmissio line to electromagnetic transient simulation program","NAO",79
"COMPLETO","Sensitivity Analysis of Secondary Arc Current for Different Transmission Systems Maneuver","2008","Peru","Espanhol","IMPRESSO","","NAO","","Sensitivity Analysis of Secondary Arc Current for Different Transmission Systems Maneuver","NAO",80
"COMPLETO","Métodos Alternativos de Limitación de Sobretensiones Transitorias durante la Maniobra de Energización de Líneas de Transmisión","2008","Peru","Espanhol","IMPRESSO","","NAO","","Alternative method to limit transient overvoltage during energization of transmission lines","NAO",81
"COMPLETO","Half-Wave Length Line Energization Case Test ? Proposition of a Real Test","2008","China","Inglês","NAO_INFORMADO","","NAO","","","NAO",82
"COMPLETO","Influence of a more accurate soil representation in electromagnetic transient phenomena","2002","Austrália","Inglês","IMPRESSO","","NAO","10.1109/ICPST.2002.1067765","","NAO",83
"COMPLETO","Single-phase autoreclosure studies: secondary arc model research including a 500kV line experimental circuit","2008","China","Inglês","VARIOS","","NAO","","","NAO",84
"COMPLETO","Single-Phase Auto-Reclosure Studies: Some Basic Aspects on Main Elements Representation","2008","China","Inglês","VARIOS","","NAO","","","NAO",85
"COMPLETO","Single-phase autoreclosure studies considering a robust and reliable secondary arc model based on a gray-box model","2008","China","Inglês","VARIOS","","NAO","","","NAO",86
"COMPLETO","Adaptative Single-Phase Autoreclosing Based on Harmonic Signature of the Secondary Arc Voltage","2009","Japão","Inglês","MEIO_DIGITAL","","NAO","","","NAO",87
"COMPLETO","Secondary Arc Harmonic Content for Various Current Levels Based on Field Tests","2009","Japão","Inglês","MEIO_DIGITAL","","NAO","","","NAO",88
"COMPLETO","Proposition of a Half-Wave Length Energization Case Test","2009","Japão","Inglês","MEIO_DIGITAL","","NAO","","","NAO",89
"COMPLETO","Alternativas Em CA Para Troncos De Transmissão A Muito Longa Distância ? Avaliação Do Comportamento Para Transitórios Eletromagnéticos","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",90
"COMPLETO","Nova Concepção De Linhas De Transmissão A Longa Distância Em Corrente Alternada E Extra Alta Tensão","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",91
"COMPLETO","Controle Adaptativo Para Religamento Tripolar De Linhas De Transmissão Com Compensação Reativa Em Derivação Visando A Redução De Sobretensões Transitoria","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",92
"COMPLETO","Religamento Monopolar Adaptativo Baseado Na Assinatura Harmônica Da Tensão De Arco Secundário","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",93
"COMPLETO","Estudos De Religamento Monofásico - Pesquisa E Desenvolvimento De Modelo Do Arco Secundário","2009","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",94
"COMPLETO","Variação da Condutividade e Permissividade do Solo com a Freqüência: Influência na Admitância Transversal da Linha de Transmissão - Análise para Caso de um Único Condutor","2010","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",95
"COMPLETO","Religamento Tripolar: Comparação de Métodos de Redução de Sobretensões","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",96
"COMPLETO","Conceitos Fundamentais da Transmissão em um Pouco mais de Meio Comprimento de Onda","2010","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",97
"COMPLETO","Otimização Do Reator De Neutro Para Minimizar Corrente De Arco Secundário Através Da Resposta Sustentada De Sistema Elétrico Desequilibrado Utilizando Quadripolos Trifásicos","2010","Brasil","Português","IMPRESSO","","NAO","","","NAO",98
"COMPLETO","Estudo do comportamento transitório da linha de um pouco mais de meio comprimento de onda submetida a manobras usuais","2010","Brasil","Português","IMPRESSO","","NAO","","","NAO",99
"COMPLETO","Conteúdo Harmônico Da Corrente E Tensão De Arcos Elétricos Gerados Artificialmente Em Ambiente Não Confinado","2010","Brasil","Português","IMPRESSO","","NAO","","","NAO",100
"COMPLETO","Using 3D-Snake for Measuring the Length of Artificially Generated Electric Arcs","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",101
"COMPLETO","A Metric for Evaluating the 3D Reconstruction of the Length of Artificially Generated Electric Arcs","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",102
"COMPLETO","Análise do desempenho transitório de linhas aéreas de transmissão com a representação da dependência dos parâmetros do solo com a frequência","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",103
"COMPLETO","Influência dos Parâmetros Transversais de uma Linha de Transmissão na Redução da Corrente de Arco Secundário durante a manobra de abertura monopolar","2010","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",104
"COMPLETO","Analysis of the Energization Test of a Half-Wavelength AC Link Composed of Similar Transmission Lines","2011","China","Inglês","MEIO_DIGITAL","","NAO","","","NAO",105
"COMPLETO","Analysis of an Isolated Half-Wavelength Transmission Line Submitted to Switching Maneuvers","2011","China","Inglês","MEIO_DIGITAL","","NAO","","","NAO",106
"COMPLETO","Reducción de las Máximas Corrientes de Arco Secundario para Sistemas de Transmisión Típicos durante la Maniobra de Abertura Monopolar","2011","Paraguai","Espanhol","MEIO_MAGNETICO","","NAO","","","NAO",107
"COMPLETO","Influence of Transversal Parameters of a Transmission System on the Secondary Arc Current Reduction during SPAR","2011","Holanda","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",108
"COMPLETO","Adaptive Three-Phase Autoreclosing Method for Compensated Transmission Lines","2011","Holanda","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",109
"COMPLETO","Estimation of Length Variation of Artificially Generated Electrical Arc in Out-Door Experiment","2011","Holanda","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",110
"COMPLETO","Transient Performance Analysis on Overhead Transmission Line Considering the Frequency Dependent Soil Representation","2011","Holanda","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",111
"COMPLETO","Implementation and Performance Evaluation of a Reclosing Method for Shunt Reactor Compensated Transmission Lines","2011","Estados Unidos","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",112
"COMPLETO","Real Time Digital Simulation to Performance Evaluation of an Adaptive Three-Phase Autoreclosing Method for Compensated Transmission Lines","2011","Suécia","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",113
"COMPLETO","Analysis of the Energization Test of a 2600-km Long AC-Link Composed of Similar Transmission Lines","2011","Canadá","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",114
"COMPLETO","A Comparison of Overvoltage Control Methods during Three-Phase Reclosing varying the Length of Shunt Compensated Transmission Lines","2011","Canadá","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",115
"COMPLETO","Transient Analysis on Overhead Transmission Line Considering the Frequency Dependent Soil Representation","2011","Canadá","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",116
"COMPLETO","Harmonic Content and Estimation of Length Variation of Artificcially Generated Electrical Arc in Out- Door Experiments, EPEC 2011","2011","Canadá","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",117
"COMPLETO","Attending Small Loads along a Half-Wavelength Transmission Line","2011","Canadá","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",118
"COMPLETO","Current and Voltage Harmonic Content of Artificially Generated Electrical Arc in Out-Door Experiment","2011","Holanda","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",119
"COMPLETO","Avaliação do comprimento de arcos elétricos gerados artificialmente através de técnicas de visão computacional","2011","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",120
"COMPLETO","Análise de sensibilidade do desempenho de um controle adaptativo aplicado ao religamento tripolar de linhas de transmissão","2011","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",121
"COMPLETO","Pesquisa em vão experimental de 500 kV : Modelo do arco elétrico para estudos de religamento monofásico","2011","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",122
"COMPLETO","Análise da Utilização de Linhas de Transmissão Semelhantes no Ensaio de Energização de Linha de um Pouco Mais de Meio Comprimento de Onda","2012","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",123
"COMPLETO","Maximização da Potência Característica de Linhas de Transmissão","2012","Brasil","Português","MEIO_MAGNETICO","","NAO","","","NAO",124
"COMPLETO","Sustained response of unbalanced electric system represented through three-phase two-port networks","2012","Brasil","Português","MEIO_MAGNETICO","","NAO","10.1109/TDC.2012.6281563","","NAO",125
"COMPLETO","Statistical Analysis and Control of Transient Overvoltages on Three-Phase Reclosing of Shunt Compensated Transmission Lines","2013","China","Inglês","MEIO_DIGITAL","[http://www.appeecconf.org/2013/]","NAO","","","NAO",126
"COMPLETO","Energization of a Half-Wavelength Transmission Line - Pre-Operational Transients Studies","2013","China","Inglês","MEIO_DIGITAL","[http://www.appeecconf.org/2013/]","NAO","","","NAO",127
"COMPLETO","Protection Scheme Half Wavelength Transmission Trunk Using Conventional Relay","2013","China","Inglês","MEIO_DIGITAL","[http://www.appeecconf.org/2013/]","NAO","","","NAO",128
"COMPLETO","Energization of the Half-Wavelength Transmission Trunk Considering the Occurrence of Single Phase Fault","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",129
"COMPLETO","Electromagnetic Transients Studies Related to Energization of a Half-Wavelength Transmission Line","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",130
"COMPLETO","Using of Conventional Relays for Protecting Half-Wavelength Transmission Line from Three-Phase Faults","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",131
"COMPLETO","Protection Scheme for Single-Phase Fault along a Half Wavelength Transmission Trunk Using Conventional Relay","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",132
"COMPLETO","Transmission Lines Energization: Relevant Factors on Statistical Evaluation of Transient Overvoltages","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",133
"COMPLETO","Circuit Breaker TRV on a No-load AC Half-Wavelength Transmission Line","2013","Canadá","Inglês","MEIO_DIGITAL","[http://www.ipst2013.com/]","NAO","","","NAO",134
"COMPLETO","Half-wavelength transmission lines for conecting power plants in Amazon Region to the Brazilian System","2013","França","Inglês","MEIO_MAGNETICO","","NAO","","","NAO",135
"COMPLETO","Ensaio da manobra de energização de um tronco teste de um pouco mais de meio comprimento de onda","2013","Brasil","Português","MEIO_DIGITAL","[http://www.xxiisnptee.com.br/]","NAO","","","NAO",136
"COMPLETO","Estudo da Manobra de Energização de uma Linha de Um Pouco Mais de Meio Comprimento de Onda Considerando a Ocorrência de Falta Monofásica","2014","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",137
"COMPLETO","Otimização de uma Linha de Transmissão Longa para Manobra de Abertura/Religamento Monopolar","2014","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",138
"COMPLETO","Long Arcs in Free Air: Stationary Parameters for Secondary Arc Current Range","2014","Polônia","Inglês","MEIO_MAGNETICO","[http://www.pscc2014.net/index.php?p=01]","NAO","","","NAO",139
"COMPLETO","Energization Simulations of a Half-Wave Length Transmission Line under the Occurrence of Three-Phase Faults","2013","Chile","Inglês","MEIO_DIGITAL","","NAO","","","NAO",140
"COMPLETO","Differential Relay Models inside Real Time Simulators","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",141
"COMPLETO","Implementation of Fast Adaptive Single-Phase Reclosing Based on Measurement of Harmonic Content in the Real-Time Digital Simulator (RTDS)","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",142
"COMPLETO","Electromagnetic Transient Study of a Transmission Line Tuned for Half Wavelength","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",143
"COMPLETO","Neutral reactor optimization in order to reduce arc extinction time in three-phase tripping","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",144
"COMPLETO","Pseudo-stationary capacitance and conductance for open air artificially generated long electrical arcs considering arc elongation","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",145
"COMPLETO","Distance Protection for Half Wavelength Transmission Lines","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",146
"COMPLETO","Enhanced Analysis of Oscillatory Undamped Overvoltages in Transformer Energization","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",147
"COMPLETO","Energization Simulations of a Half-Wavelength Transmission Line when Subject to Three-Phase Faults","2015","Croácia","Inglês","MEIO_DIGITAL","[http://www.ipst2015.com/]","NAO","","","NAO",148
"COMPLETO","Análise aprimorada de sobretensões não amortecidas aplicada à energização do autotransformador 230/138/13,8 kV ? 150 MVA da SE Jorge Teixeira","2015","Brasil","Português","MEIO_DIGITAL","[http://www.xxiiisnptee.com.br/]","NAO","","","NAO",149
"COMPLETO","Modulação de Grandezas Harmônicas no RTDS para Aplicação em Relé de Proteção de Linha de Transmissão","2016","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",150
"COMPLETO","Comparação Entre o Religamento Monopolar Tradicional e a Técnica Adaptativa Baseada na Medição do Conteúdo Harmônico","2016","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",151
"COMPLETO","Modelagem de um Relé de Proteção Direcional de Linhas de Transmissão no ATP","2016","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",152
