OUTRAS-INFORMACOES-RELEVANTES,DADOS-GERAIS_Id
"Colaboração com Instituições de Ensino Superior no Exterior
Professora Visitante na Universidade de Manitoba, Winnipeg, Canadá durante o período de janeiro a março de 2007. Trabalho realizado junto ao grupo coordenado pelo Professor Ani Gole

Membro do Comitê Técnico do 
- International Conference on Power System Transient (IPST)
- Simpósio Brasileiro de Sistema Elétrico 2008
Revisora de artigos técnicos do 
- Power Systems Computational Conference (PSCC) 2008
- XVI Congresso Brasileiro de Automática 2006; 2008
- IEEE PES Transmission and Distribution Latin América 2004; 2006
- Simpósio Brasileiro de Sistema Elétrico 2006; 2008",0
