PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"2","ATUAL","8","2002","","","007940000005","Faculdade de Engenharia Elétrica e de Computação da UNICAMP","007940010000","Departamento de Sistemas e Energia da FEEC/UNICAMP",0
