PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"77",0
1,"126",0
2,"184",0
3,"207",0
4,"216",0
5,"217",0
6,"230",0
7,"264",0
8,"289",0
9,"290",0
10,"450",0
11,"78",0
