SEQUENCIA-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT,TIPO-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT-INGLES,PRODUCOES-CT-DO-PROJETO_Id
"326","Harmonic Content and Estimation of Length Variation of Artificcially Generated Electrical Arc in Out- Door Experiments","PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA","",8
"332","Avaliação do comprimento de arcos elétricos gerados artificialmente através de técnicas de visão computacional","Participações em eventos(Seminário)","",8
"333","Avaliação do comprimento de arcos elétricos gerados artificialmente através de técnicas de visão computacional","Apresentação de trabalho(Seminário)","",8
"341","Harmonic Content and Estimation of Length Variation of Artificcially Generated Electrical Arc in Out- Door Experiments, EPEC 2011","Trabalho publicado em anais de eventos(Completo)","",8
"343","Current and Voltage Harmonic Content of Artificially Generated Electrical Arc in Out-Door Experiment","Trabalho publicado em anais de eventos(Completo)","",8
"344","Avaliação do comprimento de arcos elétricos gerados artificialmente através de técnicas de visão computacional","Trabalho publicado em anais de eventos(Completo)","",8
"374","Modelagem 3D para a Determinação do Comprimento de Arcos Elétricos Usando Imagens Estereoscópicas","Participação em banca de trabalhos de conclusão(Doutorado)","",8
"377","CONTEÚDO HARMÔNICO E ESTIMATIVA DA VARIAÇÃO DE COMPRIMENTO DE ARCOS ELÉTRICOS GERADOS ARTIFICIALMENTE EM LINHAS DE TRANSMISSÃO","Participação em banca de trabalhos de conclusão(Mestrado)","",8
"120","Transmission System Parameters Optimization&amp;#8212; Sensitivity Analysis of Secondary Arc Current and Recovery Voltage","Artigo publicado em periódicos(Completo)","Transmission System Parameters Optimization&amp;#8212; Sensitivity Analysis of Secondary Arc Current and Recovery Voltage",9
"122","Proposing a new methodology to optimize transient study of a transmission system","Artigo publicado em periódicos(Completo)","Proposing a new methodology to optimize transient study of a transmission system",9
"169","Transmission System Parameters Optimization - Sensitivity Analysis of Secondary Arc Current and Recovery Voltage","Trabalho publicado em anais de eventos(Completo)","",9
"192","Uma Nova Metodologia Para Estudo De Transitórios Num Sistema De Transmissão","Trabalho publicado em anais de eventos(Completo)","",9
"108","Alto desempenho na proteção diferencial de transformadores de potência com a utilização de redes neurais artificiais","Artigo publicado em periódicos(Completo)","Alto desempenho na proteção diferencial de transformadores de potência com a utilização de redes neurais artificiais",10
"109","Transient Analysis Concerning Capacitor Bank Switching in a Distribution System","Artigo publicado em periódicos(Completo)","",10
"121","Accurate representation of soil behaviour for transient studies","Artigo publicado em periódicos(Completo)","Accurate representation of soil behaviour for transient studies",10
"122","Proposing a new methodology to optimize transient study of a transmission system","Artigo publicado em periódicos(Completo)","Proposing a new methodology to optimize transient study of a transmission system",10
"168","Behavior of Overhead Transmission Line Parameters on the Presence of Ground Wires","Artigo publicado em periódicos(Completo)","Behavior of Overhead Transmission Line Parameters on the Presence of Ground Wires",10
"168","Behavior of Overhead Transmission Line Parameters on the Presence of Ground Wires","Artigo publicado em periódicos(Completo)","Behavior of Overhead Transmission Line Parameters on the Presence of Ground Wires",11
"185","A New Procedure to Derive Transmission-Line Parameters: Applications and Restrictions","Artigo publicado em periódicos(Completo)","A New Procedure to Derive Transmission-Line Parameters: Applications and Restrictions",11
"196","Earth conductivity and permittivity data measurements: Influence in transmission line transient performance","Artigo publicado em periódicos(Completo)","Earth conductivity and permittivity data measurements: Influence in transmission line transient performance",11
"199","Avaliação de Transitórios devido ao Chaveamento de Bancos de Capacitores em um Sistema de Distribuição da CPFL","Artigo publicado em periódicos(Completo)","",11
"36","Discrimination between Inruch Currents and Internal Faults in Power Transformers using Artificial Neural Networks","Trabalho publicado em anais de eventos(Completo)","",12
"38","A Power Transformer Model Concerning Electromagnetic Transients","Trabalho publicado em anais de eventos(Completo)","",12
"43","Alto Desempenho na Proteção Diferencial de Transformadores de Potência com a Utilização de Redes Neurais","Trabalho publicado em anais de eventos(Completo)","",12
"46","Análise de Desempenho da Proteção Diferencial dos Transformadores de Potência com o Emprego do ATP-EMTP","Trabalho publicado em anais de eventos(Completo)","",12
"55","An ATP Simulation of Shunt Capacitor Switching in an Electrical Distribution System","Trabalho publicado em anais de eventos(Completo)","",12
"70","An ANN-Based Routine for Power Transformer Protection","Trabalho publicado em anais de eventos(Completo)","",12
"110","POWER TRANSFORMER PROTECTION USING ANN-BASED ROUTINES","Trabalho publicado em anais de eventos(Completo)","",12
"111","TRANSITÓRIOS DEVIDO AO CHAVEAMENTO DE BANCOS DE CAPACITORES EM UM SISTEMA DE DISTRIBUIÇÃO DA CPFL","Trabalho publicado em anais de eventos(Completo)","",12
"15","Mode domain multiphase transmission line model-use in transient studies","Artigo publicado em periódicos(Completo)","Mode domain multiphase transmission line model-use in transient studies",13
"16","Quasi-modes multiphase transmission line model","Artigo publicado em periódicos(Completo)","Quasi-modes multiphase transmission line model",13
"17","New multiphase mode domain transmission line model","Artigo publicado em periódicos(Completo)","New multiphase mode domain transmission line model",13
"18","Quasi-modes three-phase transmission line model-transformation matrix equations","Artigo publicado em periódicos(Completo)","Quasi-modes three-phase transmission line model-transformation matrix equations",13
"33","Analyzing the Earth Conductivity and Permittivity Frequency Dependence Influence to Electromagnetic Transient Phenomena","Trabalho publicado em anais de eventos(Completo)","",13
"34","A Frequency Dependent Mode Domain Model For Double Three-Phase Transmission Lines","Trabalho publicado em anais de eventos(Completo)","",13
"37","Quasi-Modes Frequency Dependent Three-Phase Transmission Line Model - Analyzing the Earth Conductivity Influence to Electromagnetic Transient Phenomena","Trabalho publicado em anais de eventos(Completo)","",13
"39","Guidelines for Transmission Line Modeling","Trabalho publicado em anais de eventos(Completo)","",13
"40","Quasi-Modes Three-Phase Transmission Line Model - Comparing with Existing Frequency Dependent Models","Trabalho publicado em anais de eventos(Completo)","",13
"41","New Mode-Domain Representation of Transmission Line for Power Systems Studies - Comparing with Existing Models","Trabalho publicado em anais de eventos(Completo)","",13
"44","Modelo de Linha de Transmissão Polifásica Com Dependência com a Freqüência Utilizando Quase Modos - Comparação com Modelos Existentes no ATP","Trabalho publicado em anais de eventos(Completo)","",13
"45","Simulação Computacional de Transitórios em Transformadores de Potência Utilizando o Alternative Transient Program (ATP)","Trabalho publicado em anais de eventos(Completo)","",13
"47","Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos","Trabalhos técnicos(Elaboração de projeto)","",13
"48","Estudos de Modelagem de Linha de Transmissão","Trabalhos técnicos(Elaboração de projeto)","",13
"49","Quasi-modes three-phase transmission line model - comparison with existing frequency dependent models","Artigo publicado em periódicos(Completo)","Quasi-modes three-phase transmission line model - comparison with existing frequency dependent models",13
"51","Analyzing the Transmission Line Parameters in Frequency Domain","Trabalho publicado em anais de eventos(Completo)","",13
"52","Representing a Double Three-Phase Transmission Line in a Transient Study - A New Aproach","Trabalho publicado em anais de eventos(Completo)","",13
"54","A new Methodology to Optimize the Transmission System Transient Studies","Trabalho publicado em anais de eventos(Completo)","",13
"56","Analysis of The Transmission Line Model Using an Equivalent Impedance Test Concept","Trabalho publicado em anais de eventos(Completo)","",13
"57","A New Model of Double Three-Phase Transmission Line Including Frequency Dependence - a Transient Study'","Trabalho publicado em anais de eventos(Completo)","",13
"58","Influence of Earth Conductivity and Permittivity Frequency Dependence in Electromagnetic Transient Phenomena","Trabalho publicado em anais de eventos(Completo)","",13
"59","Proposing a New Methodology to Optimize the Transient Study of a Transmission System","Trabalho publicado em anais de eventos(Completo)","",13
"61","Applying a New Methodology to Verify Transmission Line Model Performance - The Equivalent Impedance Test","Trabalho publicado em anais de eventos(Completo)","",13
"66","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","Trabalhos técnicos(Elaboração de projeto)","",13
"71","MODELO DE REPRESENTAÇÃO DE LINHA DE TRANSMISSÃO TRIFÁSICA EM CIRCUITO DUPLO COM DEPENDÊNCIA COM A FREQÜÊNCIA -APLICAÇÃO EM TRANSITÓRIOS DE MANOBRA","Trabalho publicado em anais de eventos(Completo)","",13
"72","Estudos de Modelagem de Linha de Transmissão","Processo ou técnica(Analítica)","",13
"73","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","Processo ou técnica(Analítica)","",13
"74","Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos","Processo ou técnica(Analítica)","",13
"67","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","Trabalhos técnicos(Elaboração de projeto)","",14
"68","Modeling, simulation and optimization of transmission lines.","Trabalho publicado em anais de eventos(Completo)","",14
"69","Indirect Analysis Performance of Transmission Line Models","Trabalho publicado em anais de eventos(Completo)","",14
"112","Simulação de Linhas deTransmissão de Circuito Duplo Incluindo Parâmetros Dependentes da Freqüência","Trabalho publicado em anais de eventos(Completo)","",14
"113","Análise dos Quase-Modos da Linha de Transmissão Utilizando o Conceito de Impedância de Entrada de Circuito Aberto","Trabalho publicado em anais de eventos(Completo)","",14
