NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Modelo de Linha de Transmissão Circuito Duplo Trifásico utilizando parâmetros dependentes da freqüência","2002","Brasil","Português","","NAO","","",0
"Tese de doutorado","COMPARAÇÃO ENTRE AS IMPEDÂNCIAS DE ENTRADA DE CIRCUITO ABERTO DOS MODOS EXATOS E DOS QUASI-MODOS DE UMA LINHA DE TRANSMISSÃO","2003","Brasil","Português","","NAO","","",1
"Tese de doutorado","Representação Compacta de Linhas de Transmissão em Programas de Transitórios Eletromagnéticos - Aplicação de Elementos Complexos","2005","Brasil","Português","","NAO","","",2
"Tese de doutorado","Análise dos parâmetrosa Elétricos do Solo","2010","Brasil","Português","","NAO","","",3
"Tese de doutorado","OTIMIZAÇÃO DE LINHA DE TRANSMISSÃO PARA MANOBRA DE ABERTURA MONOPOLAR - ANÁLISE DA INFLUÊNCIA DOS PARÂMETROS TRANSVERSAIS DO SISTEMA DE COMPENSAÇÃO REATIVA","2013","Brasil","Português","","NAO","","",4
"Tese de doutorado","Proteção de distâncias para linhas de transmissão de encrgia de meio comprimento de onda","2015","Brasil","Português","","NAO","","",5
"Tese de doutorado","Modelagem 3D para a Determinação do Comprimento de Arcos Elétricos Usando Imagens Estereoscópicas","2012","Brasil","Português","","NAO","","",6
"Tese de doutorado","Novas funções para a proteção de transformadores","2017","Brasil","Português","","NAO","","",7
"Tese de doutorado","Controle adaptativo para religamento tripolar aplicado a linhas de transmissão com compensação reativa em derivação","2011","Brasil","Português","","NAO","","",8
