NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id
"Concurso público","Professor Assistente em regime de 20 horas","2009","Brasil","Português","","","",0
"Concurso público","para provimento de 01 cargo de professor doutor na FEEC / UNICAMP","2012","Brasil","Português","","","",1
"Concurso público","provimento para um cargo de Professor Doutor na área de Energia Elétrica da FEEC/UNICAMP","2014","Brasil","Português","","","",2
"Concurso público","Professor Doutor MS3-1","2014","Brasil","Português","","","",3
