NATUREZA,NATUREZA-INGLES,TITULO,TITULO-INGLES,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,FLAG-DIVULGACAO-CIENTIFICA,MIDIA-SOCIAL-WEBSITE-BLOG_Id
"REDE_SOCIAL","","Mulheres na Engenharia","","2012","Brasil","Português","http://www.ustream.tv/recorded/25862236","NAO","SIM",0
