TITULO-DO-JORNAL-OU-REVISTA,ISSN,DATA-DE-PUBLICACAO,VOLUME,PAGINA-INICIAL,PAGINA-FINAL,LOCAL-DE-PUBLICACAO,TEXTO-EM-JORNAL-OU-REVISTA_Id
"Jornal da UNICAMP","","20082012","","5","5","Campinas SP",0
"Jornal da UNICAMP","","08032010","","7","7","Campinas SP",1
"Synergie Editora","","08032010","","1","1","Rio de Janeiro",2
"Revista Amazônia.com.br","","21082012","","1","1","Manaus",3
"Noticias de Iatipu em Tempo Real","","31082012","","1","1","Itaipu",4
