NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Modelagem matemática do arco secundário","2014","Brasil","Português","","","",0
"Tese de doutorado","Análise do comportamento da proteção direcional em linhas de meio comprimento de onda - Implementação em hardware","2016","Brasil","Português","","","",1
"Tese de doutorado","Modelagem da proteção direcional em linhas com e sem compensação série","2016","Brasil","Português","","","",2
"Tese de doutorado","Ampliação da capacidade de transmissão de linhas aéreas de circuito múltiplo","2016","Brasil","Português","","","",3
"Tese de doutorado","Proteção e desempenho da Eletrificação de pequenas vilas próximas das linhas de transmissão usando acoplamento capacitivo dos cabos para-raios","2016","Brasil","Português","","","",4
"Tese de doutorado","transitório eletromagnético","2015","Brasil","Português","","","",5
"Tese de doutorado","Método para religamento monopolar em linhas de um pouco mais de meio comprimento de onda - Elo CA","2011","Brasil","Português","","","",6
"Tese de doutorado","Proteção para linha muito longa","2011","Brasil","Português","","","",7
"Tese de doutorado","Estudo avançado de religamento monopolar com ênfase na proteção adaptativa rápida implementada no simulador digital em tempo real (RTDS)","2015","Brasil","Português","","","",8
