NATUREZA,TITULO-DO-TEXTO,ANO-DO-TEXTO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-TEXTO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,TEXTO-EM-JORNAL-OU-REVISTA_Id
"JORNAL_DE_NOTICIAS","Sistema barateia transporte de energia elétrica","2012","Brasil","Português","VARIOS","http://www.unicamp.br/unicamp/ju/536/sistema-barateia-transporte-de-energia-eletrica","NAO","","","SIM",0
"JORNAL_DE_NOTICIAS","Uma Luz contra Apagões","2010","Brasil","Português","VARIOS","http://www.unicamp.br/unicamp/unicamp_hoje/ju/marco2010/ju453_pag07.php#","NAO","","","SIM",1
"JORNAL_DE_NOTICIAS","Uma Luz contra Apagões","2010","Brasil","Português","MEIO_DIGITAL","http://www.synergiaeditora.com.br/noticias/471-uma-luz-contra-apagoes","NAO","","","SIM",2
"JORNAL_DE_NOTICIAS","Sistema barateia transporte de energia elétrica","2012","Brasil","Português","MEIO_DIGITAL","http://www.revistaamazonia.com.br/energia/1074-sistema-barateia-transporte-de-energia-eletrica","NAO","","","SIM",3
"JORNAL_DE_NOTICIAS","Sistema barateia transporte de energia elétrica","2012","Brasil","Português","MEIO_DIGITAL","http://jie.itaipu.gov.br/index.php?secao=setor_eletrico&q=/node/25531","NAO","","","SIM",4
