NATUREZA,TITULO-DO-SOFTWARE,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-SOFTWARE-INGLES,FLAG-DIVULGACAO-CIENTIFICA,FLAG-POTENCIAL-INOVACAO,SOFTWARE_Id
"MULTIMIDIA","Destro - Interface Gráfica Para Entrada de Dados do Atp-Emtp","1994","Brasil","","IMPRESSO","","NAO","","","NAO","NAO",0
