NUMERO-DE-VOLUMES,NUMERO-DE-PAGINAS,ISBN,NUMERO-DA-EDICAO-REVISAO,NUMERO-DA-SERIE,CIDADE-DA-EDITORA,NOME-DA-EDITORA,LIVRO-PUBLICADO-OU-ORGANIZADO_Id
"1","474","9788569433347","1","1","Bragança Paulista","Urutau",0
