CLASSIFICACAO-DO-EVENTO,NOME-DO-EVENTO,CIDADE-DO-EVENTO,ANO-DE-REALIZACAO,TITULO-DOS-ANAIS-OU-PROCEEDINGS,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,ISBN,NOME-DA-EDITORA,CIDADE-DA-EDITORA,NOME-DO-EVENTO-INGLES,TRABALHO-EM-EVENTOS_Id
"INTERNACIONAL","2012 IEEE/PES Transmission and Distribution Conference and Exposition (T&amp;D)","Orlando","","PES T&amp;D 2012","1","1","1","1","8","9781467319355","IEEE","","",125
"INTERNACIONAL","Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","Pequim","2013","proc. of Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","3","1","1","1","6","","APPEEC","Pequim","",126
"INTERNACIONAL","Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","Pequim","2013","proc. of Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","3","1","1","1","6","","APPEEC","Pequim","",127
"INTERNACIONAL","Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","Pequim","2013","proc. of Asia-Pacific Power and Energy Engineering Conference (APPEEC 2013)","3","1","1","1","6","","APPEEC","Pequim","",128
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",129
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",130
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",131
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",132
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",133
"INTERNACIONAL","International Conference on Power Systems Transients","Vancouver","2013","proc of International Conference on Power Systems Transients","1","1","1","1","6","","IPST","Vancouver","",134
"INTERNACIONAL","IEEE Powertech 2013 Conference","Grenoble","2013","proc of IEEE Powertech 2013 Conference","1","1","1","1","6","","IEEE","Piscataway","",135
"NACIONAL","XXII Seminário Nacional de Produção e Transmissão de Energia Elétrica","Brasília","2013","anais do XXII Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","1","1","1","6","","Cigré","Rio de Janeiro","",136
"NACIONAL","Seminário Brasileiro de Sistemas Elétricos SBSE","Foz do Iguaçu","2014","Anais do Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Foz do Iguaçu","",137
"NACIONAL","Seminário Brasileiro de Sistemas Elétricos SBSE","Foz do Iguaçu","2014","Anais do Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Foz do Iguaçu","",138
"INTERNACIONAL","18th Power Systems Computation Conference 2014, PSCC?14","Wroclaw","2014","Proceedings of 18th Power Systems Computation Conference 2014, PSCC?14","1","1","1","1","6","","IEEE","Wroclaw","",139
"INTERNACIONAL","The 10th Latin-American Congress on Electricity Generation and Transmission - CLAGTEE 2013","Vina del Mar","2013","Proc. in The 10th Latin-American Congress on Electricity Generation and Transmission - CLAGTEE 2013","1","1","1","1","6","","GLAGTEE","Vina del Mar","",140
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",141
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",142
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","","6","","IPST","Zagreb","",143
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",144
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",145
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",146
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",147
"INTERNACIONAL","International Conference on Power Systems Transients (IPST 2015)","Cavtat","2015","Proceedings of International Conference on Power Systems Transients (IPST 2015)","1","1","1","1","6","","IPST","Zagreb","",148
"NACIONAL","XXIII SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","Foz do Iguaçu","2015","anais do XXIII SNPTEE Seminário Nacional de Produção e Transmissão de Energia Elétrica","1","1","1","1","6","","Cigre","Rio de Janeiro","",149
"NACIONAL","6o Seminário Brasileiro de Sistemas Elétricos SBSE","Natal","2016","anais do 6o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Natal","",150
"NACIONAL","6o Seminário Brasileiro de Sistemas Elétricos SBSE","Natal","2016","anais do 6o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Natal","",151
"NACIONAL","6o Seminário Brasileiro de Sistemas Elétricos SBSE","Natal","2016","anais do 6o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Natal","",152
"INTERNACIONAL","IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","Xi' an","2016","Anais do IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","1","1","1","1","6","","IEEE/PES","Xi' an","",153
"INTERNACIONAL","IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","Xi' an","2016","Anais do IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","1","1","1","1","","","IEEE/PES","Xi' an","",154
"INTERNACIONAL","IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","Xi' an","2016","Anais do IEEE PES Asia-Pacific Power and Energy Engineering Conference (APPEEC)","1","1","1","1","","","IEEE/PES","Xi' an","",155
"NACIONAL","XIII Seminário Técnico de Proteção e Controle (XIII STPC)","Brasília","2016","anais do XIII Seminário Técnico de Proteção e Controle (XIII STPC)","1","1","1","1","","","STPC","Brasília","",156
"NACIONAL","6o Seminário Brasileiro de Sistemas Elétricos SBSE","Natal","2016","anais do 6o Seminário Brasileiro de Sistemas Elétricos SBSE","1","1","1","1","6","","SBSE","Natal","",157
