PARTICIPACAO-EM-CONGRESSO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-EVENTOS-CONGRESSOS_Id
0,"287",0
1,"370",0
2,"89",0
3,"396",0
4,"90",0
5,"257",0
6,"156",0
7,"194",0
8,"83",0
9,"244",0
10,"400",0
11,"243",0
12,"444",0
13,"87",0
14,"91",0
15,"320",0
16,"92",0
17,"306",0
18,"445",0
19,"188",0
20,"85",0
21,"88",0
22,"455",0
23,"317",0
24,"80",0
25,"329",0
26,"213",0
27,"171",0
28,"95",0
29,"322",0
30,"81",0
31,"79",0
32,"158",0
33,"82",0
34,"86",0
