TRABALHO-TECNICO_Id,SEQUENCIA-PRODUCAO,PRODUCAO-TECNICA_Id
0,"47",0
1,"48",0
2,"66",0
3,"67",0
4,"131",0
5,"132",0
6,"134",0
7,"135",0
8,"136",0
9,"138",0
10,"139",0
11,"140",0
12,"141",0
13,"142",0
14,"143",0
15,"144",0
16,"145",0
17,"146",0
18,"147",0
19,"148",0
20,"149",0
21,"137",0
