NATUREZA,TITULO-DO-PROCESSO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-PROCESSO-INGLES,FLAG-POTENCIAL-INOVACAO,PROCESSOS-OU-TECNICAS_Id
"ANALITICA","Estudos de Modelagem de Linha de Transmissão","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",0
"ANALITICA","Desenvolvimento de Modelos em Programa de Transitórios Eletromagnéticos","1999","Brasil","Português","IMPRESSO","","NAO","","","NAO",1
"ANALITICA","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","2003","Brasil","","IMPRESSO","","NAO","","","NAO",2
"ANALITICA","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE RELIGAMENTO MONOPOLAR","2004","Brasil","","IMPRESSO","","NAO","","","NAO",3
"ANALITICA","Desenvolvimento de Modelos para Estudos de Transitórios Eletromagnéticos e Estudo de Religamento Monopolar","2005","Brasil","","NAO_INFORMADO","","NAO","","","NAO",4
"ANALITICA","DESENVOLVIMENTO DE MODELOS PARA ESTUDOS DE TRANSITÓRIOS ELETROMAGNÉTICOS E ESTUDO DE DESCARGAS ATMOSFÉRICAS","2001","Brasil","","IMPRESSO","","NAO","","","NAO",5
